,微博正文,发布时间,ip
807,"['以色列', '媒体', '内塔尼亚胡', '政府', '刚果', '加沙', '自愿', '安置', '秘密', '会谈', '以色列政府', '打算', '巴勒斯坦人', '加沙地带', '迁出来', '解决', '特拉维夫', '国家', '秘密', '谈判', '以色列', '时报', '报道', '刚果', '国家', '援引', '具名', '消息人士', '以色列', '寻找', '敌对行动', '结束', '接受', '加沙地带', '居民', '国家', '内塔尼亚胡', '政府', '希望', '自愿', '安置', '官方', '政策', '包括', '以色列', '盟友', '国家', '反对', '阻止', '特拉维夫', '报道', '刚果', '同意', '接受', '来自', '加沙地带', '自愿', '移民', '以色列', '局限于', '国家', '具名', '国家', '谈判', '特别', '沙特阿拉伯', '安置', '地点', '内塔尼亚胡', '利库德集团', '会议', '刚果', '接受', '移民', '国家', '进行谈判', '找到', '接受', '加沙', '国家', '努力', '解决', '巴勒斯坦人', '自愿', '移民', '计划', '美国', '法国', '德国', '严厉批评', '以色列', '时报']",2024/1/4 14:44,吉林
818,"['战争', '研究院', '巴以', '战事', '要点', '文字版', '战报', '视频', '更新', '敏感', '内容', '删减', '脱敏', '操作', '博主', '战争', '研究院', '战线', '情况', '记录', '准确', '预测', '战况', '西方', '倾向', '以色列', '军队', '挺进', '特拉', '希亚', '加沙地带', '北部', '清理', '巴勒斯坦', '民兵', '试图', '防御', '加沙城', '图法', '和达', '拉吉', '活动', '以色列', '军队', '巴勒斯坦', '民兵', '并未', '声称', '巴利亚', '谢赫', '拉德', '发生', '袭击', '负责', '战线', '巴勒斯坦', '民兵', '加沙地带', '中央', '布赖', '以色列', '军队', '发生冲突', '战线', '以色列', '军队', '连续', '尼斯', '清理', '巴勒斯坦', '民兵', '试图', '防御', '以色列', '进攻', '以色列', '军队', '加沙地带', '南部', '巴勒斯坦', '民兵', '尼斯', '以色列', '军队', '发动', '袭击', '战线', '以色列', '加沙地带', '撤出', '以色列国防军', '以色列', '军队', '过渡', '包括', '结束', '战斗行动', '加沙地带', '裁减', '部队', '释放', '预备役', '人员', '过渡', '针对性', '袭击', '加沙地带', '建立', '缓冲区', '战线', '透露', '姓名', '以色列', '情报', '官员', '告诉', '经济学', '哈马斯', '指挥', '结构', '消失', '哈马斯', '不再', '军事', '组织', '运作', '评估', '哈马斯', '个营', '至少', '战斗力', '低下', '至少', '降级', '至少', '面临', '以色列国防军', '压力', '战线', '以色列', '陆军', '电台', '记者', '报道', '以色列国防军', '消息人士', '加沙地带', '地面', '加剧', '导致', '巴勒斯坦', '火箭弹', '能力', '下降', '巴勒斯坦', '民兵', '并未', '声称', '加沙地带', '以色列', '发动', '间接', '火力', '袭击', '以色列', '军队', '西岸', '地点', '巴勒斯坦', '武装', '分子', '发生冲突', '战线', '包括', '黎巴嫩真主党', '伊朗', '支持', '武装', '分子', '黎巴嫩', '南部', '以色列', '北部', '发动', '袭击', '以色列', '解放军', '秘书长', '纳伊姆', '卡西姆', '以色列', '停止', '加沙地带', '军事行动', '以色列', '解放军', '流离失所', '以色列', '平民', '返回', '以色列', '北部', '家园', '战线', '伊朗', '支持', '武装', '分子', '驻扎', '康菲', '支援', '奥马尔', '油田', '美军', '发动', '袭击', '伊拉克', '伊斯兰', '抵抗运动', '伊朗', '支持', '伊拉克', '民兵', '联盟', '伊拉克', '叙利亚', '美军', '发动', '袭击', '战线', '胡塞', '武装', '红海', '南部', '马士基', '杭州', '集装箱船', '袭击', '胡塞', '武装', '重点', '攻击', '马士基', '运营', '船只', '马士基', '恢复', '红海', '运营', '胡塞', '武装', '袭击', '伊朗', '领导', '美国', '以色列', '区域', '升级', '战线', '国家', '委员会', '秘书', '阿里', '阿克巴', '艾哈迈迪', '少将', '德黑兰', '胡塞', '武装', '高级官员', '穆罕默德', '阿卜杜勒', '萨拉姆', '讨论', '以色列', '哈马斯', '战争', '讨论', '延伸', '加沙', '边境', '地带', '战局', '巴方', '武装', '巴勒斯坦', '民兵', '试图', '防御', '加沙城', '图法', '和达', '拉吉', '活动', '以色列', '军队', '卡西姆', '圣城', '巴勒斯坦', '伊斯兰', '圣战', '组织', '激进派', '声称', '社区活动', '以色列', '军队', '发动', '袭击', '卡西姆', '声称', '引爆', '沙瓦兹', '爆炸', '成型', '穿甲弹', '目标', '以色列', '车辆', '特别', '致命', '简易', '爆炸', '装置', '旨在', '穿透', '装甲车辆', '主战', '坦克', '巴勒斯坦', '民兵', '加沙地带', '中央', '布赖', '以色列', '军队', '发生冲突', '卡西姆', '旅于', '发布', '视频', '显示', '部队', '穿过', '建筑物', '以色列', '坦克', '发射', '火箭', '推进', '手榴弹', '民兵', '加沙地带', '采用', '战术', '以色列国防军', '加沙地带', '中部', '清理', '目标', '哈马斯', '以色列国防军', '阿拉伯语', '媒体', '发言人', '重申', '覆盖', '加沙地带', '中部', '地区', '疏散', '命令', '报道', '难民营', '北部', '海岸', '居民', '搬到', '避难所', '以色列国防军', '撤离', '巴勒斯坦', '民兵', '并未', '巴利亚', '谢赫', '拉德', '街区', '发生', '袭击', '事件', '负责', '评估', '哈马斯', '削弱', '战斗力', '以色列', '军队', '地区', '挺进', '面临', '以色列国防军', '强大', '压力', '人道主义', '暂停', '期满', '巴勒斯坦', '民兵', '声称', '谢赫', '拉德', '发生', '袭击', '地区', '防御', '基础设施', '剩余', '地区', '巴勒斯坦人', '声称', '发动', '袭击', '并不一定', '哈马斯', '缺乏', '地区', '发动', '袭击', '能力', '巴勒斯坦', '民兵', '报告', '加沙地带', '短时间', '特定', '部队', '情况', '发生', '巴利亚', '谢赫', '拉德', '以色列', '军方', '以色列', '军队', '挺进', '特拉', '希亚', '加沙地带', '北部', '清理', '以色列国防军', '报告', '以色列', '旅级', '战斗队', '建筑物', '发现', '哈马斯', '战士', '特拉', '希亚', '阵地', '空袭', '哈马斯', '武装', '组织', '卡西姆', '特拉', '希亚', '拦截', '以色列', '侦察', '无人机', '以色列', '军队', '挺进', '特拉', '希亚', '以西', '加沙地带', '拍摄', '商用', '卫星', '图像', '显示', '特拉', '希亚', '北部', '地形', '夷为平地', '以色列', '坦克', '推土机', '地区', '作业', '华尔街日报', '发布', '哈马斯', '数据', '加沙地带', '下方', '创建', '隧道', '系统', '地图', '包括', '特拉', '希亚', '隧道', '网络', '巴勒斯坦', '民兵', '战士', '利用', '隧道', '竖井', '穿过', '地带', '伏击', '以色列', '军队', '以色列国防军', '报告', '加沙地带', '地面', '以色列国防军', '加沙地带', '定位', '隧道', '竖井', '路线', '黎巴嫩', '武装', '包括', '黎巴嫩真主党', '伊朗', '支持', '武装', '分子', '黎巴嫩', '南部', '以色列', '北部', '发动', '袭击', '黎巴嫩真主党', '以色列', '边境', '阵地', '发射', '反坦克', '导弹', '不明', '弹药', '不明', '身份', '战斗机', '向梅', '图拉', '发射', '火箭', '以色列国防军', '空军', '黎巴嫩', '南部', '拉米亚', '军事', '基础设施', '空袭', '以色列国防军', '利用', '边境', '沿线', '村庄', '协助', '袭击', '以色列', '边境', '阵地', '以色列国防军', '秘书长', '纳伊姆', '卡西姆', '以色列', '停止', '加沙地带', '军事行动', '以色列国防军', '流离失所', '以色列', '平民', '返回', '以色列', '北部', '家园', '卡西姆', '以色列', '处于', '战争状态', '边境', '部队', '部署', '卡西姆', '警告', '以色列', '伤害', '黎巴嫩', '平民', '袭击', '导致', '做出', '强有力', '相称', '马龙派', '教会', '领袖', '查拉', '特罗斯', '拉希', '呼吁', '黎巴嫩', '南部', '平民', '撤出', '火箭', '部队', '以色列国防军', '报复']",2024/1/1 16:20,北京
849,"['以色列', '持续', '加沙地带', '轰乱', '以色列国防军', '以色列', '哈马斯', '之间', '加沙地带', '持续', '发生', '激烈', '以色列国防军', '以色列国防军', '部队', '地区', '地区', '打击', '恐怖分子', '组织', '基础设施', '报告', '补充', '以色列', '海军', '海上', '火力', '援助', '地面部队', '提供', '支持', '以色列国防军', '恐怖分子', '加沙城', '消灭', '报告', '补充', '小时', '发生', '恐怖分子', '身份', '识别', '事件', '以色列空军', '击落', '超过', '武装', '恐怖分子', '发生', '更多', '恐怖分子', '情况', '以色列国防军', '加沙', '北部', '特拉', '希亚', '哈马斯', '军事', '大院', '拆除', '部队', '袭击', '院内', '找到', '武器', '爆炸', '装置', '枪支', '军事装备', '通讯设备']",2024/1/1 15:34,江苏
885,"['图片', '以色列', '真主党', '接近', '全面战争', '以色列', '军队', '贝鲁特', '杀死', '哈马斯', '领导人', '萨利赫', '阿鲁里', '排除', '以色列国防军', '真主党', '运动', '之间', '冲突', '再次', '爆发', '演变', '全面战争', '可能性', '德国', '图片', '报道', '情况', '概率', '阿鲁里', '暗杀', '回应', '真主党', '秘书长', '哈桑', '纳斯鲁拉', '取消', '原定', '露面', '计划', '伊朗', '激进分子', '领导人', '特拉维夫', '永远', '回应', '情报部门', '真主党', '武装', '分子', '以色列', '军事', '民用', '目标', '发动', '导弹', '袭击', '加沙地带', '困难', '局势', '以色列', '军队', '地区', '面临', '困难', '以色列国防军', '真主党', '全面战争', '特拉维夫', '付出', '努力', '黎巴嫩', '基地', '运动', '拥有', '令人', '印象', '深刻', '武器', '储备', '战士', '即将', '到来', '战争', '漫长', '血腥', '美国', '国务卿', '安东尼', '布林肯', '出于', '原因', '取消', '以色列', '访问', '冲突', '即将来临', '迹象', '图片']",2024/1/4 14:10,吉林
961,"['巴以冲突', '并非', '死结', '想出', '方案', '彻底解决', '争端', '恩怨', '化干戈为玉帛', '巴以冲突', '持续', '回归年', '原始', '领土', '划分', '可能性', '以色列', '答应', '领土', '划分', '巴勒斯坦', '接受', '以色列', '国土', '巴勒斯坦', '非法', '占领', '坐下', '好好', '商谈', '握手言和', '刀兵', '相见', '巴以', '矛盾', '在于', '领土', '划分', '宗教信仰', '彻底解决', '世界', '难题', '方案', '可供参考', '白色', '分界线', '巴以', '领土', '一分为二', '分界线', '加沙地带', '最南端', '横向', '约旦河西岸', '最南端', '这样一来', '领土', '差不多', '以色列', '领土', '换来', '和平', '巴勒斯坦', '加沙地带', '约旦河西岸', '地区', '连成一片', '如此一来', '不战而屈人之兵', '发展', '经济', '造福', '百姓', '来源', '逐鹿中原']",2024/1/5 14:52,福建
978,"['美国', '总统', '发声', '上台', '哈马斯', '袭击', '以色列', '永远', '发生', '来自', '俄罗斯', '卫星', '消息', '美国', '总统', '特朗普', '接受', '网站', '媒体', '采访', '现任', '美国', '总统', '拜登', '新一轮', '巴以冲突', '发生', '总统', '任期', '哈马斯', '以色列', '袭击', '永远', '发生', '特朗普', '道理', '确实', '任职', '美国', '总统', '加沙地带', '相对来说', '和平', '大规模', '冲突', '原因', '在于', '世界', '热点', '地区', '特朗普', '把控', '还算', '比较完善', '遗漏', '巴以', '关系', '重点', '特朗普', '提出', '了以', '现有', '分界线', '巴勒斯坦', '建国', '拜登', '单方面', '支持', '以色列', '做法', '缓和', '矛盾', '拜登', '策动', '战争', '西方', '世界', '眼光', '聚集', '这场', '战争', '美国', '地方', '掌控', '自然', '要弱', '不少', '哈马斯', '正是', '时机', '以色列', '发起', '火箭弹', '袭击', '接着就是', '战争', '爆发', '以色列', '军队', '加沙地带', '哈马斯', '展开', '生死', '决战', '冲突', '以色列', '哈马斯', '这场', '战争', '发生', '哈马斯', '美国', '以色列', '支持', '机会', '特朗普', '拜登', '俄罗斯', '态度', '截然不同', '导致', '决策', '俄罗斯', '影响', '特朗普', '普京', '之间', '关系', '不错', '拜登', '以此', '理由', '特朗普', '身上', '脏水', '指责', '普京', '合谋', '事实上', '情况', '美国', '总统', '俄罗斯', '高层', '合谋', '拜登', '做法', '激进', '普京', '出言不逊', '主动', '推动', '战争', '爆发', '战争', '削弱', '俄罗斯', '特朗普', '高帽子', '拜登', '正名', '这场', '总统大选', '获胜', '毕竟', '拜登', '火力', '全开', '特朗普', '搞起', '私人', '攻击', '特朗普', '还击', '接下来', '真的', '进去', '真的', '创造', '历史', '美国', '现任', '总统', '总统', '投进', '监狱', '简直', '底线', '可言', '美国', '脸面', '保不住', '特朗普', '反击', '成功', '总统', '风险', '全盘', '化解', '美国', '总统大选', '可能性', '狗血', '剧情', '发生', '接下来', '这场', '争斗', '例外', '拜登', '老人', '身体', '机能', '退化', '情况', '还要', '特朗普', '美国', '真的', '再次', '滑向深渊', '拜登', '任期', '充分证明']",2024/1/3 15:02,上海
998,"['建议', '战略', '超配', '黄金', '中金研', '报称', '巴以冲突', '美联储', '鸽派', '转向', '黄金', '贡献', '较大', '涨幅', '市场', '短期', '因素', '计价', '叠加', '红海', '航运', '推升', '全球', '运价', '加大', '美国', '通胀', '波动', '战术', '层面', '排除', '黄金', '短期', '回调', '可能性', '历史', '美联储', '降息', '资产', '走势', '复盘', '显示', '经济', '中性', '情形', '美联储', '停止', '加息', '降息', '黄金', '波动', '资产', '较大', '逆风', '降息', '黄金', '维度', '胜率', '收益率', '优于', '股票', '商品', '资产', '建议', '战略', '超配', '黄金', '点位', '经济', '数据', '灵活', '调整', '仓位']",2024/1/4 11:59,
1003,"['乌克兰', '加沙', '联社', '报道', '爆发', '冲突', '爆发', '巴以冲突', '全球', '地缘', '政治', '风险', '持续', '加剧', '联合国', '预计', '全世界', '超过', '战争', '冲突', '流离失所', '数字', '国际', '救援', '委员会', '公布', '紧急', '观察', '名单', '列出', '全球', '恶化', '风险', '国家', '国家', '人口', '全球', '总人口', '分析', '人士', '警告', '全球', '灾难性', '冲突', '数量', '空前', '火药桶', '随时', '引爆', '苏丹', '国际', '救援', '委员会', '观察', '名单', '全球', '恶化', '风险', '国家', '非洲', '国家', '苏丹', '苏丹', '武装部队', '苏丹', '快速', '支援', '部队', '之间', '爆发', '武装冲突', '沙特', '斡旋', '冲突', '谈判', '达成', '短暂', '停火协议', '未能', '落实', '执行', '国际', '救援', '委员会', '这场', '冲突', '大规模', '城市', '战争', '地区', '蔓延', '风险', '冲突', '导致', '急需', '人道主义', '援助', '流离失所', '国际', '社会', '这场', '冲突', '关注', '微乎其微', '国际', '危机', '组织', '研究', '主任', '伊莎贝尔', '阿拉', '警告', '苏丹', '达尔富尔', '地区', '持续', '进一步', '大规模', '暴行', '风险', '发生', '种族', '冲突', '吸引', '地区', '更多', '武装', '团体', '和平', '倡议', '有限', '全球', '层面', '分散', '注意力', '事情', '苏丹', '局势', '高层', '足够', '停火', '谈判', '努力', '分析', '人士', '苏丹', '涌入', '邻国', '苏丹', '埃塞俄比亚', '难民潮', '加大', '溢出', '效应', '风险', '国家', '内部', '冲突', '气候变化', '极端', '经济', '困难', '影响', '刚果民主共和国', '卢旺达', '当地', '时间', '刚果民主共和国', '刚果', '最新', '大选', '刚刚', '落下', '帷幕', '国家', '独立', '选举', '委员会', '刚果', '现任', '总统', '塞克', '成功', '连任', '担任', '新一任', '总统', '这场', '选举', '全程', '充斥', '混乱', '暴力', '选举', '设备', '到位', '投票站', '投票', '进程', '滞后', '导致', '选民', '投票', '反对派', '总统', '候选人', '选举', '进程', '异议', '投票', '不顾', '政府', '禁令', '组织', '游行示威', '导致', '爆发', '暴力', '冲突', '警察', '民众', '受伤', '政治', '动荡', '正值', '刚果', '东部', '持续', '处于', '武装冲突', '贫困', '之际', '进一步', '地区', '选举', '暴力', '冲突', '升级', '导火索', '危机', '分析', '人士', '刚果', '反对派', '长期以来', '怀疑', '选举', '委员会', '独立性', '选举', '争论', '持续', '长时间', '引发', '进一步', '冲突', '地区', '影响', '担心', '发生', '危机', '风险', '投票', '争议', '卢旺达', '支持', '叛军', '增加', '接近', '城市', '戈马', '叛军', '再次出现', '刚果', '东部', '基伍', '攻势', '人权', '组织', '指控', '犯下', '战争', '据称', '邻国', '卢旺达', '刚果', '东部', '部署', '军队', '提供', '军事', '支持', '加剧', '两国之间', '紧张', '关系', '促使', '联合国', '秘书长', '安东尼奥', '特雷斯', '一再', '对抗', '风险', '担忧', '分裂', '信任', '政治', '背景', '持续', '武装', '叛乱', '极端', '社会', '经济', '压力', '促使', '地区', '大规模', '冲突', '爆发', '沃土', '缅甸', '缅甸', '国内', '紧张局势', '加剧', '国际', '救援', '委员会', '政府', '委员会', '担心', '缅北', '冲突', '升级', '央视', '新闻报道', '缅甸', '第二次世界大战', '全世界', '内战', '持续', '最久', '国家', '中国外交部', '发言人', '毛宁', '接受', '采访', '缅甸', '果敢', '自治区', '形势严峻', '提醒', '中国', '公民', '暂勿', '缅北', '地区', '呼吁', '当地', '特别', '老街', '市区', '中国', '公民', '尽快', '转移', '地带', '回国', '做好', '防范', '毛宁', '中方', '始终认为', '维护', '停火', '和谈', '势头', '符合', '缅甸', '相关', '利益', '有助于', '维护', '边境', '安宁', '希望', '缅甸', '相关', '克制', '主动', '缓和', '局势', '推动', '缅北', '局势', '软着陆', '切实', '举措', '确保', '中方', '人员', '机构', '项目', '糟糕', '时代', '国家', '地区', '之外', '国际', '救援', '委员会', '萨赫勒', '地区', '非洲', '中北部', '布基纳法索', '喀麦隆', '乍得', '尼亚', '海地', '危地马拉', '埃塞俄比亚', '国家', '地区', '风险', '提出', '警告', '国际', '救援', '委员会', '主席', '首席', '执行官', '戴维', '米利', '班德', '组织', '服务', '糟糕', '时代', '面临', '气候', '风险', '持续', '加剧', '冲突地区', '增多', '公共', '债务', '国际', '支援', '日渐', '减少', '困境', '头条新闻', '加沙', '危机', '理由', '加沙', '世界', '平民', '生活', '危险', '地方', '米利', '班德', '观察', '名单', '所有人', '带来', '警示', '世界', '地区', '着火', '原因', '冲突', '气候', '经济', '结构性', '原因', '解决', '危机', '国际', '危机', '组织', '阿拉', '警告', '全球', '冲突', '死亡', '人数', '水平', '危险', '信号', '解决', '冲突', '手段', '短缺', '面临', '地缘', '政治', '冲突', '解决', '致命', '冲突', '意愿', '不强']",2024/1/2 11:34,
1010,"['敏感', '时刻', '美国', '卡塔尔', '悄悄', '达成协议', '乌代德', '基地', '巴以冲突', '引发', '紧张局势', '敏感', '时刻', '美国', '卡塔尔', '悄悄', '续签', '美军', '乌代德', '空军基地', '协议', '美国有线电视新闻网', '报道', '美国', '国防', '官员', '另一名', '熟悉', '协议', '官员', '告诉', '美国', '卡塔尔', '悄悄', '达成', '协议', '美军', '著名', '乌代德', '空军基地', '评论', '美国', '不满', '卡塔尔', '哈马斯', '办事处', '收留', '哈马斯', '高级', '领导人', '加沙', '委内瑞拉', '斡旋', '海湾', '国家', '发挥', '核心作用', '未公开', '协议', '突显出', '美国', '卡塔尔', '海湾', '小国', '依赖', '乌代德', '空军基地', '位于', '卡塔尔', '首都', '多哈', '西南部', '沙漠', '美军', '中东地区', '军事设施', '容纳', '美军', '乌代德', '基地', '长期', '驻扎', '美军', '战斗机', '特种', '机是', '美军', '中东地区', '部署', '空军', '战机', '最多', '军事基地', '世纪', '美军', '沙特阿拉伯', '部署', '引发', '争议', '美军', '兵力', '空军', '资产', '沙特阿拉伯', '苏丹', '王子', '空军基地', '转移', '卡塔尔', '乌代德', '基地', '支持', '美军', '进驻', '卡塔尔', '政府', '花费', '改造', '基地', '乌代德', '基地', '美国', '中央', '司令部', '伊朗', '阿富汗', '中东地区', '空中', '枢纽', '塔利班', '占领', '阿富汗', '首都', '喀布尔', '美军', '慌忙', '喀布尔', '机场', '组织', '撤军', '美军', '运输机', '部队', '目的地', '乌代德', '空军基地', '空军', '卡塔尔', '英国', '空军', '基地', '部署', '兵力', '基地', '美军', '来讲', '至关重要', '美国政府', '续签', '军事基地', '延长', '协议', '保持沉默', '美国', '国防部长', '劳埃德', '奥斯汀', '访问', '乌代德', '基地', '卡塔尔', '增加', '基地', '开支', '予以', '感谢', '美国', '卡塔尔', '正式', '步骤', '双边', '防务', '关系', '拜登', '政府', '一段时间', '提到', '延长', '乌代德', '基地', '期限', '公布', '消息', '美国政府', '回复', '质询', '五角大楼', '不予置评', '巴以冲突', '影响', '卡塔尔', '美国', '关系紧张', '卡塔尔', '接待', '哈马斯', '高级', '领导人', '开办', '哈马斯', '政治', '办事处', '越来越', '质疑', '对此', '卡塔尔', '官员', '反驳', '正是', '美国', '奥巴马', '政府', '时期', '美国', '提出', '哈马斯', '获准', '多哈', '开设', '政治', '办事处', '尽管如此', '卡塔尔', '哈马斯', '和美', '谈判', '中间人', '卡塔尔', '政府', '斡旋', '以色列', '国际', '人质', '释放', '协议', '停火协议', '哈马斯', '中央', '情报局', '以色列', '摩萨德', '埃及', '谈判', '卡塔尔', '试图', '重启', '人质', '谈判', '核心', '地区', '卡塔尔', '秘密', '斡旋', '美国', '委内瑞拉人', '谈判', '尼古拉斯', '马杜罗', '释放', '了名', '美国', '换取', '美国', '指控', '洗钱', '亲密', '盟友', '随后', '卡塔尔', '斡旋', '地位', '曝光', '对此', '评论', '美国', '给予', '卡塔尔', '足够', '信任', '美国', '总统', '拜登', '证实', '卡塔尔', '埃米尔', '谈话', '拜登', '华盛顿邮报', '专栏', '文章', '提到', '卡塔尔', '提到', '埃及', '中东', '盟友', '拜登', '官方', '声明', '卡塔尔', '释放', '委内瑞拉', '拘留', '作用', '评论', '美国', '卡塔尔', '未公开', '协议', '突显出', '美国', '卡塔尔', '海湾', '小国', '依赖']",2024/1/3 14:40,
1019,"['巴以冲突', '外溢', '风险', '加剧', '布林肯', '紧急', '中东', '综合', '路透社', '法新社', '报道', '美国', '官员', '美国', '国务卿', '布林肯', '当地', '时间', '华盛顿', '出发', '包括', '以色列', '国家', '首都', '冲突', '外交', '磋商', '布林肯', '自以哈', '冲突', '爆发', '访问', '地区', '布林肯', '三度', '访问', '中东', '期间', '以色列', '据悉', '美国', '外交', '特使', '阿莫斯', '霍赫斯坦', '以色列', '努力', '缓解', '以色列', '真主党', '之间', '紧张', '关系', '官员', '提供', '进一步', '细节', '媒体', '预料', '布林肯', '出访', '美国', '以色列', '提供', '公开', '外交', '军事', '支持', '哈以', '冲突', '外溢', '网页', '链接']",2024/1/4 11:55,
1031,"['以色列', '警告', '留给', '外交', '斡旋', '时间', '以色列', '国防部长', '兰特', '当地', '时间', '外交', '手段', '缓解', '以色列', '北部', '黎巴嫩', '边境', '局势', '时间', '以色列政府', '新闻', '办公室', '发表声明', '称加', '兰特', '到访', '美国', '特使', '阿莫斯', '霍克', '斯坦', '介绍', '以方', '维护', '北部', '以黎', '临时', '边境', '决心', '首要任务', '撤离', '地区', '以色列', '返回', '家园', '声明', '援引', '兰特', '以色列', '处于', '十字路口', '外交', '手段', '时间', '窗口', '倾向', '以色列', '容忍', '黎巴嫩真主党', '威胁', '确保', '公民', '以色列国防军', '发表', '声明', '以军', '战机', '连续', '南部', '黎巴嫩真主党', '基础设施', '发动', '空袭', '包括', '火箭弹', '发射场', '观察哨', '反坦克', '导弹', '装置', '综合', '媒体', '报道', '当地', '时间', '以色列', '无人机', '黎巴嫩', '首都', '贝鲁特', '南郊', '发动', '空袭', '哈马斯', '政治局', '主席', '萨利赫', '阿鲁里', '哈马斯', '组织', '高级', '成员', '死亡', '美联社', '报道', '指出', '黎巴嫩', '战争', '以色列', '黎巴嫩', '首都', '发起', '袭击', '袭击', '标志', '以色列', '黎巴嫩', '冲突', '升级', '巴以冲突', '爆发', '边境', '交火', '耶路撒冷', '邮报', '报道', '以军', '攻击', '黎巴嫩真主党', '武装', '成功', '组织', '兵力', '撤退', '黎巴嫩真主党', '部队', '驻扎', '黎以', '边境', '以色列', '发射', '导弹', '火箭弹', '以军', '发表声明', '以军', '加沙地带', '海陆空', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '武装人员', '加沙地带', '南部', '尼斯', '打死', '以军', '国家', '总局', '贝特', '打死', '巴勒斯坦', '伊斯兰', '圣战', '组织', '杰哈德', '加沙', '北部', '负责人', '马姆杜洛洛', '央视', '新闻', '人民网']",2024/1/5 14:03,
1034,"['美军', '军舰', '刚刚', '击沉', '胡塞', '武装', '小船', '美军', '红海', '撤出', '军舰', '护航', '令人', '匪夷所思', '政局', '视角', '美国', '注意力', '当选', '冲突', '巴以冲突', '之上', '红海', '应对', '胡塞', '武装', '乌克兰', '应对', '俄罗斯', '以色列', '美国', '财团', '力保', '重点', '无论是', '乌克兰', '以色列', '红海', '美国', '手头', '宽裕', '情况', '世界', '警察', '事情', '想管', '美国', '联邦政府', '赤字', '屡屡', '突破', '上限', '只能', '取有', '物流', '视角', '美国', '亚洲', '之间', '供应链', '太平洋', '航线', '欧洲', '之间', '航线', '大西洋', '航线', '红海', '周转', '物流', '并不多', '何必', '出钱出力', '作嫁衣裳', '货物', '红海', '不妨', '再次', '军事', '视角', '美军', '胡塞', '小规模', '反击', '无济于事', '导弹', '对付', '无人机', '大炮', '蚊子', '经济', '越南', '阿富汗', '伊拉克', '大规模', '介入', '深陷', '泥潭', '拜登', '深陷', '泥潭', '阿富汗', '撤军', '地缘', '视角', '胡塞', '武装', '有心', '哈马斯', '一臂之力', '攻击', '以色列', '本土', '毕竟', '红海', '加沙地带', '相距', '一段距离', '以色列', '军队', '影儿', '看不见', '胡塞', '武装', '红海', '感在', '很大', '程度', '中东', '事务', '话语权']",2024/1/3 14:37,北京
1040,"['加沙', '医院', '再次', '遇袭', '报道', '加沙', '遭遇', '空袭', '以色列', '军队', '巴勒斯坦', '战斗人员', '加沙', '中部', '难民营', '发生', '激烈', '地面', '死亡', '报道', '加沙', '居民', '住所', '公共建筑', '空袭', '导弹', '袭击', '尼斯', '阿玛尔', '医院', '遇袭', '死亡', '包括', '天大', '新生儿', '袭击', '发生', '联合国', '人道主义', '事务', '协调', '加沙', '团队', '负责人', '康奈尔', '社交', '平台', '发布', '视频', '世界', '孩子', '杀害', '带有', '人道主义', '组织', '标志', '避难所', '孩子', '更是如此', '情况', '结束', '康奈尔', '指出', '阿玛尔', '医院', '标有', '巴勒斯坦', '红新月会', '标志', '阿玛尔', '医院', '炮击', '避难', '世界卫生组织', '总干事', '德塞', '谴责', '袭击', '德塞', '重申', '国际', '社会', '一再', '呼吁', '停火', '声音', '轰炸', '医院', '不合情理', '加沙', '卫生系统', '瘫痪', '敌对行动', '持续', '卫生', '援助', '工作者', '努力', '拯救', '生命', '过程', '阻碍', '网页', '链接']",2024/1/4 11:35,美国
