,微博正文,发布时间,ip
1462,"['法国', '总统', '马克', '发表', '致辞', '法媒', '报道', '法国', '总统', '马克', '法国', '总统府', '爱丽舍宫', '发表', '致辞', '身后', '竖立', '奥运', '参赛', '国家', '国旗', '马克', '呼吁', '国家', '团结', '发表', '巴黎', '奥运会', '法国', '教育', '巴以冲突', '国际形势', '议题', '看法', '面对', '即将', '到来', '巴黎', '奥运', '马克', '奥运会', '残奥会', '百年一遇', '盛事', '事实', '恰是', '巴黎', '举办', '奥运会', '奥运会', '再度', '来到', '巴黎', '教育', '马克', '决心', '学校', '儿童', '教育', '采取行动', '恢复', '学生', '水平', '树立', '教师', '威信', '欧洲', '议题', '马克', '欧洲议会', '选举', '面临', '决定性', '选择', '即将', '欧洲', '阻止', '欧洲', '之间', '做出', '抉择', '选择', '强大', '自主', '欧洲', '国际', '议题', '特别', '以色列', '哈马斯', '战争', '马克', '呼吁', '持久', '停火', '建议', '法国', '拥有', '欧洲', '犹太', '穆斯林', '社区', '马克', '忘记', '哈马斯', '扣押', '人质', '迄今已有', '法国人', '加沙', '被害', '马克', '想到', '家人', '想到', '扣押', '人质', '家人']",2024/1/2 8:00,
1472,"['终究', '这场', '巴以冲突', '起因', '站队', '极致', '反犹', '激化', '国会', '质询', '顶峰', '政治', '风波', '哈佛大学', '校长', '盖伊', '辞职', '哈佛', '任期', '最短', '校长', '公开信', '全文', '标题', '新闻', '亲爱', '哈佛', '社区', '成员', '怀着', '沉重', '心情', '哈佛', '深深', '热爱', '写下', '封信', '告诉', '辞去', '校长', '职务', '轻易', '做出', '事实上', '难以', '言喻', '困难', '期待', '合作', '推进', '学术', '卓越', '承诺', '世纪', '推动', '大学', '校董', '成员', '协商', '辞职', '符合', '哈佛', '最佳', '利益', '社区', '非凡', '挑战', '聚焦', '学校', '大学', '莫大', '荣幸', '职业生涯', '灵感', '来源', '哈佛', '社区', '成员', '深厚', '痛苦', '目睹', '近几个月', '社区', '紧张', '分裂', '削弱', '信任', '互惠', '纽带', '信任', '互惠', '纽带', '支持', '度过', '危机', '力量', '源泉', '令人', '痛苦', '对抗', '仇恨', '维护', '学术', '严谨', '投入', '至关重要', '价值观', '怀疑', '令人', '害怕', '种族', '敌意', '助长', '人身攻击', '威胁', '哈佛', '身上', '美好未来', '可能性', '投入', '建设', '工作', '打击', '形式', '偏见', '仇恨', '创造', '尊重', '尊严', '同情心', '对待', '学习', '环境', '确认', '开放', '探索', '自由', '表达', '追求真理', '持久', '承诺', '拥有', '紧张', '分裂', '时期', '治愈', '变得', '强大', '所需', '全心全意', '希望', '所有人', '合作', '带领', '踏上', '旅程', '回到', '教师队伍', '回到', '工作', '命脉', '学术', '教学', '保证', '努力', '建设', '应得', '社区', '校长', '特别', '幸运', '机会', '来自', '世界各地', '提供', '服务', '担任', '校长', '哈佛', '愿景', '归属', '感觉', '哈佛', '来自', '想到', '背景', '才华', '前途', '互相学习', '成长', '所有人', '大门', '敞开', '哈佛', '变得', '强大', '更好', '迎来', '学期', '希望', '迎来', '美好', '日子', '悲伤地', '发出', '信息', '哈佛', '希望', '减弱', '短暂', '校长', '任期', '铭记', '希望', '重新认识', '努力', '寻找', '人性', '重要性', '仇恨', '谩骂', '破坏', '教育', '过程', '重要性', '充满', '激烈', '挑战', '争议', '时代', '找到', '方法', '致力于', '卓越', '开放', '独立', '大学', '代表', '意义', '服务', '世界', '能力', '至关重要', '真挚', '克劳', '盖伊']",2024/1/3 10:39,中国香港
1480,"['美军', '胡塞', '武装', '红海', '发生', '激烈', '冲突', '美国', '不得不', '出手', '巴以冲突', '爆发', '没想到', '哈马斯', '强大', '以色列', '也门', '胡塞', '武装', '封锁', '红海', '支持', '哈马斯', '美国', '出手', '以色列', '概率', '也门', '胡塞', '武装', '封锁', '红海', '美国', '支援', '以色列', '物资', '不了', '以色列', '以色列', '巴以冲突', '失败', '美国', '承受', '后果', '美国', '不想', '掺和', '巴以冲突', '美国', '边上', '以色列', '助威', '没想到', '以色列', '表现', '太拉', '美国', '不得不', '出手', '美国', '也门', '胡塞', '武装', '开打', '美国', '深陷', '中东', '冲突', '美国', '可不是', '好消息', '文章', '来源于', '公众', '坐忘']",2024/1/4 7:11,北京
1483,"['促谈', '中方', '对待', '战争', '巴以冲突', '立场', '红了眼', '不肯', '进去', '新闻', '悲剧', '接二连三', '相互指责', '攻击', '迫使', '人选', '站队', '美挺巴', '反以', '只能', '表达', '看法', '于事无补', '站位', '高一层', '促谈', '不了', '巴以', '举一反三', '提示', '陷入', '经济', '竞争', '僵局', '国人', '经济', '严冬', '说到底', '需求', '需求', '说到底', '两极分化', '唯有', '提高', '粮价', '才能', '振兴', '农业', '富裕', '农民', '唯有', '提高', '工价', '才能', '工薪阶层', '改善生活', '增强', '信心', '唯有', '收入', '阶层', '让利', '才能', '遏制', '由此', '比价', '归复', '通货膨胀', '需求', '企业', '自然', '扩产', '增效', '经济', '活跃', '良性循环', '也就是说', '关键', '贫富', '之间', '劳资', '之间', '谈过去', '先富起来', '富而思进', '知恩', '回报', '社会', '先富', '听不进去', '叛逃', '资敌', '增收', '离境', '手段']",2024/1/4 7:07,北京
1487,"['乌克兰', '新年伊始', '俄军', '苏勒答尔', '突破', '俄罗斯', '军队', '瓦格纳', '成功', '占领', '城市', '控制', '进一步', '巴赫', '穆特', '威胁', '切断', '乌克兰', '军队', '补给', '路线', '这场', '最终', '演变', '激烈', '城市', '损失惨重', '乌克兰', '派出', '援军', '阻止', '俄罗斯', '徒劳无功', '城市', '落入', '对方', '控制', '之下', '攻克', '巴赫', '穆特', '俄罗斯', '军队', '防御', '姿态', '意识', '乌克兰', '军队', '南部', '发起', '攻势', '到达', '亚速海', '回应', '进攻', '俄罗斯', '指挥部', '意识', '这条', '战线', '部队', '崩溃', '风险', '类似', '哈尔科夫', '赫尔松', '发生', '情况', '进攻', '前线', '建立', '大型', '防御', '乌克兰', '攻势', '乌克兰', '军队', '重大进展', '包括', '消灭', '位于', '大诺沃', '西尔', '俄罗斯', '乌克兰', '估计', '军队', '很快', '战线', '到达', '苏罗维金', '防线', '导致', '俄罗斯', '防御', '崩溃', '占领', '托克马克', '梅利', '托波尔', '城市', '攻势', '目标', '步伐', '放慢', '乌克兰', '军队', '即将', '到达', '苏罗维金', '防线', '兵力', '损耗', '乌克兰', '军队', '到达', '苏罗维金', '防线', '进攻', '能力', '减弱', '前线', '陷入僵局', '乌克兰', '进攻', '正式', '失败', '证实', '俄罗斯', '军队', '攻势', '重点', '放在', '阿瓦', '迪夫卡', '城市', '防御工事', '严密', '巴赫', '穆特', '进一步', '削弱', '乌克兰', '军队', '乌克兰', '军队', '南部', '战线', '抽调', '军队', '俄罗斯', '攻击', '损失', '很快', '铁路线', '南部', '工业区', '顿涅茨克', '机场', '北部', '进展', '这场', '巴赫', '穆特', '战役', '这场', '冲突', '插曲', '林卡', '战役', '接近', '尾声', '冲突', '边境', '重镇', '推进', '俄军', '乌克兰', '顽强抵抗', '废墟', '艰难', '占领', '林卡', '俄罗斯', '军队', '畅通', '道路', '顿涅茨克', '西南部', '推进', '占领', '勒达', '地点', '北部', '辛基', '夫卡', '俄罗斯', '失败', '地点', '损失', '收获', '哈尔科夫', '卢甘斯克', '变化', '最少', '前线', '激烈', '消耗战', '乌克兰', '军队', '面对', '俄罗斯', '进攻', '奥斯', '基尔', '情况', '设法', '阵地', '趋势', '乌克兰', '消耗', '兵力', '缺点', '显现', '俄罗斯', '军队', '战线', '反击', '收复', '扎波罗热', '前线', '失地', '乌克兰', '反攻', '赢得', '俄罗斯', '军队', '收复', '情况', '发生', '顿涅茨克', '特别', '巴赫', '穆特', '北部', '南部', '乌克兰', '军队', '夺取', '瓦格纳', '军队', '赢得', '胜利', '迹象', '俄罗斯', '军队', '希望', '前线', '巴赫', '穆特', '转移', '到恰', '索夫', '亚尔', '战役', '总体', '平衡', '得失', '入侵', '俄军', '控制', '相当于', '乌克兰', '领土', '俄罗斯', '军队', '控制', '土地', '位于', '东部', '战线', '乌克兰', '军队', '成功', '占领', '土地', '位于', '南部', '战线', '数字', '日益', '防御', '地区', '重大进展', '重大损失', '代价', '才能', '收益', '乌克兰', '军队', '日益', '衰弱', '只能', '依赖', '国际', '援助', '对抗', '俄罗斯', '趋势', '继续下去', '俄罗斯', '成功', '解决', '导致', '众所周知', '挫折', '可悲', '战争', '结束', '柯基语', '中立', '乌粉', '唱赞歌', '软体', '好好', '学学', '摆事实', '讲道理', '失败', '轻描淡写']",2024/1/1 10:11,北京
1502,"['以色列', '国防部长', '兰特', '巴以冲突', '结束', '加沙地带', '民事', '事务', '巴勒斯坦人', '管理', '以色列', '地区', '整体', '安全控制', '兰特', '新闻', '发布会', '以方', '实现目标', '加沙地带', '以色列', '平民', '巴勒斯坦', '机构', '加沙地带', '巴勒斯坦', '居民', '负责', '条件', '以色列', '敌对行动', '兰特', '谈到', '巴以冲突', '加沙地带', '管理', '时说', '以色列', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '控制', '加沙地带', '民众', '威胁', '以方', '保留', '加沙地带', '自由', '兰特', '以方', '过渡', '巴以冲突', '在此期间', '以军', '袭击', '摧毁', '巴勒斯坦', '武装', '组织', '地下隧道', '空中', '地面', '打击', '活动', '透露', '过渡', '以色列政府', '新闻', '办公室', '发表声明', '以方', '作战', '目标', '削弱', '巴勒斯坦', '武装', '组织', '加沙地带', '剩余', '势力', '新华社']",2024/1/5 9:03,
1521,"['哈马斯', '冻结', '以方', '停止', '暗杀', '黎巴嫩', '联合国', '申诉', '巴以冲突', '最新', '动态', '以色列', '空袭', '黎巴嫩', '首都', '哈马斯', '政治局', '主席', '袭击', '丧生', '黎巴嫩', '亚丁', '电视台', '当地', '时间', '消息', '以色列', '飞机', '黎巴嫩', '首都', '哈马斯', '办公室', '所在', '建筑', '投掷', '导弹', '哈马斯', '政治局', '主席', '萨利赫', '阿鲁里', '袭击', '丧生', '哈马斯', '下属', '武装', '派别', '卡桑', '社交', '媒体', '发文', '确认', '萨利赫', '阿鲁里', '死亡', '哈马斯', '冻结', '以方', '停止', '暗杀', '以色列', '陆军', '电台', '拉比亚', '电视台', '媒体', '当地', '时间', '消息', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '通知', '调解', '方称', '冻结', '以方', '直至', '另行通知', '拉比亚', '电视台', '消息', '以色列', '通知', '调解', '方称', '停止', '哈马斯', '领导人', '暗杀', '哈马斯', '以色列', '官方', '对此', '暂无', '回应', '哈马斯', '政治局', '主席', '身亡', '事件', '影响', '哈马斯', '政治局', '主席', '萨利赫', '阿鲁里', '贝鲁特', '南郊', '遇袭', '身亡', '当地', '时间', '哈马斯', '政治局', '领导人', '哈尼亚', '发表', '电视讲话', '贝鲁特', '南郊', '遭袭', '事件', '遇难者', '哀悼', '阿鲁里', '遇袭', '影响', '哈马斯', '进展', '升级', '以防', '哈马斯', '加沙', '不再', '拥有', '军事力量', '以军', '结束', '军事行动', '综合', '以色列', '时报', '半岛', '电视台', '拉比亚', '电视台', '消息', '当地', '时间', '以色列', '国防部长', '兰特', '位于', '加沙地带', '中部', '萨拉赫丁', '公路', '兰特', '会见', '以军', '士兵', '以军', '重点', '找到', '哈马斯', '高级官员', '尼斯', '藏身之处', '兰特', '直至', '哈马斯', '不再', '加沙地带', '管理机构', '不再', '拥有', '军事力量', '以军', '结束', '军事行动', '时间', '周边', '局势', '以色列', '空袭', '黎巴嫩', '首都', '已致', '哈马斯', '成员', '死亡', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '下属', '武装', '派别', '卡桑', '社交', '媒体', '发布', '声明', '当地', '时间', '发生', '黎巴嫩', '首都', '贝鲁特', '南郊', '遭袭', '事件', '哈马斯', '政治局', '主席', '萨利赫', '阿鲁里', '卡桑', '指挥官', '萨米尔', '范迪', '阿布阿梅尔', '阿扎姆', '阿克拉', '哈马斯', '成员', '死亡', '以色列', '空袭', '贝鲁特', '黎巴嫩', '联合国', '提出', '申诉', '当地', '时间', '黎巴嫩', '外交部', '声明', '黎巴嫩', '总理', '米卡', '以色列', '无人机', '袭击', '首都', '贝鲁特', '南郊', '事件', '联合国安理会', '提出', '申诉', '黎巴嫩', '总理', '谴责', '贝鲁特', '南郊', '遭袭', '事件', '黎巴嫩', '国家', '通讯社', '消息', '当地', '时间', '黎巴嫩', '总理', '米卡', '提对', '以色列', '空袭', '首都', '贝鲁特', '南郊', '事件', '谴责', '目的', '黎巴嫩', '冲突', '阶段', '黎巴嫩', '南部', '地区', '袭击', '事件', '发生', '人员伤亡', '警告', '以色列', '战事', '延伸', '黎巴嫩', '南部', '地区', '黎巴嫩', '首都', '遭袭', '巴勒斯坦', '政治派别', '全国', '哀悼', '罢工', '半岛', '电视台', '当地', '时间', '消息', '巴勒斯坦', '政治派别', '发表声明', '黎巴嫩', '首都', '贝鲁特', '南郊', '遭袭', '事件', '全国', '哀悼', '罢工', '各条战线', '采取行动', '以色列', '官员', '黎巴嫩', '首都', '袭击', '哈马斯', '成员', '当地', '时间', '以色列', '时报', '援引', '以色列', '总理', '内塔尼亚胡', '高级顾问', '克雷格', '表态', '报道', '黎巴嫩', '首都', '贝鲁特', '南郊', '袭击', '哈马斯', '成员', '并非', '黎方', '真主党', '目标', '袭击', '网页', '链接']",2024/1/3 9:57,
1541,"['注定', '平凡', '世界', '中国', '平凡', '战争', '巴以冲突', '缅北', '战火', '战争', '夺走', '鲜活', '生命', '导致', '无家可归', '叹息', '中国', '疫情', '开放', '满心欢喜', '满怀希望', '越来越', '更是', '平凡', '发生', '大事', '大事', '搬家', '搬离', '金雅苑', '公寓', '居然', '房子', '能住', '毕业', '终于', '广州', '小家', '感谢', '欧生', '勤劳', '付出', '大事', '女儿', '小学', '儿子', '转学', '女儿', '比较顺利', '按部就班', '材料', '儿子', '转学', '颇费周折', '幸好', '理想', '开学', '通知', '分到', '离家', '学校', '学校', '老师', '同学', '包容', '卓君', '很快', '学校', '感谢', '老师', '大事', '钢琴', '二级', '考试', '级别', '难度', '老师', '鼓励', '努力', '最终', '顺利', '感谢', '感谢', '李老师', '大事', '中科院', '心理咨询', '顺利', '考试', '成绩', '可喜', '收获', '学习', '过程', '心灵', '沉淀', '过程', '喜欢', '抓紧时间', '学习', '状态', '利用', '利用', '时间', '起床', '打开', '音频', '题库', '卓君', '上课', '时间', '视频', '听课', '加刷', '吃饭', '视频', '洗菜', '切菜', '音频', '地铁', '刷题', '过得', '特别', '充实', '回忆', '特别', '成就感', '心理咨询', '高级', '催眠', '高级', '情感', '婚姻', '咨询师', '高级', '青少年', '心理咨询', '高级', '催眠', '学习', '睡眠', '很大', '学会', '自行车', '挺大', '展望未来', '希望', '学习', '实战经验', '生活', '家人', '朋友', '快乐', '生活', '越来越', '美好']",2024/1/1 9:27,广东
1560,"['加沙地带', '最新', '军事', '局势', '地图', '战争', '段时间', '见证', '事件', '经历', '风风雨雨', '以色列', '犯罪', '政权', '杀害', '了名', '居住', '加沙地带', '巴勒斯坦人', '创下', '人类', '历史', '上新', '残暴', '记录', '烈士', '儿童', '妇女', '这场', '悲剧', '深度', '变得', '清晰', '以色列', '政权', '说法', '战争', '地面', '入侵', '加沙地带', '有名', '以色列', '军人', '非官方', '统计', '以军', '伤亡人数', '超过', '以色列', '军队', '地面', '加沙地带', '目前为止', '加沙地带', '面积', '以色列', '军队', '占领', '以色列', '利用', '焦土政策', '加沙地带', '地区', '推进', '占领', '地区', '摧毁', '加沙', '生活', '再次', '尽可能', '破坏', '基础设施', '破坏', '卫星', '图像', '破坏', '程度', '加沙地带', '最新', '军事', '局势', '总体而言', '加沙地带', '地区', '军事', '局势', '相比', '变化', '轴心', '冲突', '零星', '发生', '加沙地带', '北部', '巴利亚', '营地', '谢赫', '拉德', '阿尔图', '阿尔达', '拉吉', '地区', '冲突', '加沙地带', '中部', '马加齐', '南部', '东部', '冲突', '持续', '激烈', '以色列', '军队', '驻扎', '南部', '冲突', '塞拉特', '营地', '东部', '北部', '冲突', '现场', '信息', '以色列', '军队', '成功', '塞拉特', '北部', '有限', '进展', '加沙地带', '南部', '尼斯', '中心', '地区冲突', '进展', '报告', '唯一', '变化', '尼斯', '市政府', '大楼', '以色列', '军队', '占领', '市中心', '阿布', '哈米德', '广场', '尼斯', '市政府', '大楼', '消息', '实况', '互动', '海岸', '猎人', '水相']",2024/1/5 7:44,广西
1571,"['哈马斯', '人物', '冲突', '增添', '扩散', '风险', '哈马斯', '组织', '人物', '萨利赫', '阿鲁里', '黎巴嫩', '首都', '南郊', '毙命', '无疑', '以军', '追剿', '哈马斯', '领导人', '一大', '胜利', '国际', '社会', '担心', '冲突', '中东地区', '扩散', '解救', '人质', '谈判', '变得', '困难', '目前为止', '以色列', '公开', '确认', '黎巴嫩', '首都', '南郊', '无人机', '精准', '打击', '负责', '怀疑', '目光', '指向', '以色列', '美国国防部', '披露', '身份', '人士', '法新社', '哈马斯', '武装', '人物', '萨利赫', '阿鲁里', '死于', '以色列', '空中', '打击', '空中', '打击', '死亡', '至少', '哈马斯', '骨干', '哈马斯', '领导人', '伊斯梅尔', '哈尼亚', '谴责', '以色列', '侵犯', '黎巴嫩', '主权', '加沙', '走廊', '冲突', '无人机', '打击', '目标', '贝鲁特', '南郊', '激进', '伊斯兰', '武装', '黎巴嫩真主党', '活动', '地盘', '真主党', '萨利赫', '阿鲁里', '贝鲁特', '南郊', '毙命', '谴责', '黎巴嫩', '侵犯', '罪行', '反击', '路透社', '安全部门', '途径', '消息', '真主党', '地方', '负责人', '真主党', '成员', '以军', '黎巴嫩', '南部', '轰炸', '丧生', '自以哈', '战争', '爆发', '以色列', '黎巴嫩', '边界', '发生', '交火', '真主党', '领导人', '哈桑', '纳斯鲁拉日', '发表', '讲话', '提醒', '以色列', '挑起', '黎巴嫩', '战争', '真主党', '到底', '萨利赫', '阿鲁里', '死亡', '以色列', '军方', '做好', '应对', '情况', '萨利赫', '阿鲁里', '以色列', '打击', '胜利', '白宫', '发言人', '以色列', '报复性', '军事行动', '哈马斯', '武装', '加沙', '走廊', '很强', '能力']",2024/1/5 7:15,江苏
1582,"['红海', '危机', '亟需', '持久', '解决方案', '红海', '局势', '持续', '升级', '美国', '海军', '击沉', '胡塞', '武装', '小艇', '英国', '胡塞', '武装', '目标', '发动', '空袭', '伊朗', '驱逐舰', '红海', '红海', '地区', '局势', '复杂化', '航运', '武装冲突', '风险', '胡塞', '武装', '新一轮', '巴以冲突', '爆发', '声援', '巴勒斯坦', '以色列', '发起', '跨境', '袭击', '利用', '临近', '红海', '水域', '便利', '袭击', '关联', '以色列', '船只', '红海', '局势', '巴以冲突', '联动', '巴以冲突', '外溢', '标志', '美国', '护航', '红海', '风险', '不降反升', '越护', '越乱', '局面', '背离', '初衷', '红海', '危机', '短期内', '延宕', '美军', '交火', '发生', '胡塞', '武装', '停止', '红海', '商船', '袭击', '美国', '组建', '护航', '联盟', '不足以', '震慑', '胡塞派', '正中', '下怀', '刺激', '对方', '发动', '袭击', '美国', '无意', '胡塞派', '正面', '冲突', '红海', '局势', '严峻性', '英国', '盟友', '协商', '签署', '红海', '事态', '宣言', '胡塞', '武装', '实施', '空袭', '增加', '后者', '威慑', '美国', '无意', '战事', '是因为', '不想', '卷入', '实力', '对比', '悬殊', '胜算', '战争', '美国', '大选年', '发动', '战争', '拜登', '政府', '所愿', '胡塞', '武装', '正是', '算准', '美国', '软肋', '放手一搏', '胡塞', '武装', '袭击', '商船', '支持', '巴勒斯坦', '巴以冲突', '增加', '国内', '地区', '国际', '合法性', '迫使', '阿拉伯', '国家', '西方', '视为', '也门', '合法', '执政者', '对待', '也门', '政局', '博取', '地位', '胡塞', '武装', '博大', '动作', '收益', '成本', '有限', '巴以', '停火', '不太可能', '停止', '红海', '护航', '效果', '不彰', '治标不治本', '美国', '组建', '海上', '联军', '繁荣', '卫士', '护航', '胡塞', '武装', '穿破', '护卫', '危及', '商船', '以色列', '美国', '无关', '商船', '连累', '增加', '国际航运', '公司', '担忧', '越来越', '商船', '选择', '绕行', '美国', '组建', '护航', '联盟', '解决问题', '反而', '增加', '胡塞', '武装', '擦枪', '走火', '发生', '冲突', '风险', '美国', '召集', '国家', '开会', '希望', '护航', '联盟', '应者', '寥寥', '国家', '认可', '护航', '合法性', '有效性', '不愿', '美国', '浑水', '红海', '危机', '根源', '在于', '巴以冲突', '以色列', '加沙', '军事行动', '平民', '伤亡', '人道主义', '危机', '至今', '看不到', '冲突', '尽头', '巴以冲突', '胡塞', '武装', '攻击', '商船', '导火索', '红海', '危机', '解除', '有赖于', '巴以', '停火', '美国', '刻意', '掩盖', '红海', '危机', '巴以冲突', '关联性', '试图', '二者', '描述', '孤立', '事件', '胡塞', '武装', '非法性', '危害性', '美国', '谈及', '胡塞', '武装', '幕后', '支持者', '伊朗', '试图', '红海', '危机', '置于', '中东', '地缘', '冲突', '美伊', '矛盾', '框架', '无非', '美国', '设置', '话语', '陷阱', '矛头', '引向', '伊朗', '开脱', '责任', '事实上', '伊朗', '胡塞', '武装', '影响', '到底', '外界', '说不清楚', '胡塞', '武装', '武器', '本土', '制造', '政治', '听命于', '伊朗', '更深一层', '也门', '久拖不决', '红海', '危机', '根源', '沙特', '胡塞', '武装', '停火协议', '到期', '并未', '爆发', '冲突', '沙特', '代表团', '访问', '也门', '胡塞', '武装', '领导层', '会面', '政治', '解决', '也门', '创造', '条件', '国际', '社会', '做出', '足够', '努力', '也门', '和平', '进程', '停滞不前', '导致', '胡塞', '武装', '试图', '方式', '合法性', '红海', '航运', '通道', '重要性', '红海', '危机', '全球性', '威胁', '国际航运', '全球', '供应链', '带来', '冲击', '拖延', '导致', '能源价格', '上涨', '通货膨胀', '后果', '世界', '经济', '增长', '带来', '负面影响', '拖累', '亚洲', '欧洲', '国家', '经济', '复苏', '埃及', '红海', '航运', '攸关', '带来', '巨额', '损失', '现有', '繁荣', '卫士', '护航', '证明', '去除', '病根', '国际', '社会', '寻求', '持久', '解决方案', '推动', '巴以', '尽快', '停火', '红海', '危机', '巴以冲突', '连锁反应', '二者', '关联', '分割', '开来', '红海', '航道', '归于', '平静', '须先', '巴以', '停火', '巴以冲突', '延续', '近百', '以色列', '西方', '以方', '拥有', '超强', '军力', '设定', '目标', '平民', '伤亡', '人道', '危机', '收手', '以方', '现实', '选择', '探寻', '也门', '解决之道', '也门', '错综复杂', '实质', '部落', '国家', '民族', '结构', '并非', '也门', '邻国', '表现', '积极态度', '沙特', '伊朗', '和解', '阿曼', '从中', '斡旋', '推动', '也门', '局势', '因素', '也门', '刚刚', '摆脱', '外部', '介入', '军事', '干涉', '局势', '美国', '国家', '选项', '再次', '中东', '治理', '和解', '中东', '政治局面', '焕然一新', '环境', '大为', '改善', '地区', '不少', '痼疾', '顽症', '局势', '改善', '忽略', '中东', '根子', '在于', '发展', '治理', '利用', '和解', '带来', '氛围', '治理', '经济', '发展', '中东国家', '国际', '社会', '做出', '努力', '方向', '升级', '红海', '危机', '演变成', '全球性', '挑战', '国际', '社会', '应对', '美国', '西方', '国家', '火上浇油', '收敛', '军事手段', '解决', '红海', '危机', '也门', '冲动', '国际', '协调', '寻求', '政治', '解决之道', '解决', '红海', '危机', '国际', '共识', '作者', '丁隆', '上海', '外国语', '大学', '中东', '研究所', '教授']",2024/1/4 0:28,
1607,"['报道', '拜登', '面临', '打击', '也门', '胡塞', '武装', '压力', '纽约时报', '报道', '也门', '胡塞', '武装', '持续', '发动', '红海', '袭击', '情况', '美国', '总统', '拜登', '面临', '越来越', '压力', '打击', '也门', '胡塞', '武装', '报道', '美国', '军方', '官员', '制定', '袭击', '也门', '导弹', '无人机', '基地', '计划', '拜登', '政府', '执行', '计划', '犹豫不决', '政府', '担心', '袭击', '无意', '伊朗', '受益', '危及', '也门', '沙特阿拉伯', '之间', '微妙', '休战', '美国第五舰队', '退役', '司令', '凯文', '多尼', '报道', '警告', '美国', '胡塞', '武装', '威胁', '做出', '招致', '袭击', '敌方', '组织', '攻击', '美国', '船只', '报复', '风险']",2024/1/2 1:56,内蒙古
1618,"['巴以冲突', '最新进展', '回顾', '巴勒斯坦', '被占领土', '以色列', '时许', '这场', '冲突', '进展', '回顾', '加沙', '卫生部', '提供', '数据', '显示', '以色列', '加沙', '战争', '死亡', '人数', '小时', '丧生', '以色列', '轰炸', '加沙', '中部', '马加西', '难民营', '房屋', '至少', '死亡', '美国', '杀死', '名受', '伊朗', '支持', '胡塞', '武装', '分子', '伊朗', '红海', '派遣', '军舰', '武装人员', '袭击', '以色列', '相关', '船只', '巴勒斯坦', '囚犯', '协会', '以色列', '军队', '占领', '约旦河西岸', '逮捕', '了名', '巴勒斯坦人', '以色列', '军方', '证实', '发动', '地面', '进攻', '以军', '加沙地带', '损失', '了名', '地面部队', '人员', '友军', '误伤']",2024/1/2 1:12,内蒙古
1621,"['加沙', '食不果腹', '已成', '常态', '联合国', '近东', '巴勒斯坦', '难民', '救济', '工程处', '联合国', '世界粮食计划署', '发出', '最新', '警告', '成千上万', '加沙', '逃离', '北部', '中部', '猛烈', '轰炸', '来到', '南部', '建筑', '密集', '地区', '现已', '面临', '饥饿', '疾病', '威胁', '粮食', '社交', '平台', '发文', '指出', '加沙', '挨饿', '食不果腹', '常态', '绝望', '寻找', '食物', '整日', '整夜', '不吃', '东西', '忍饥挨饿', '才能', '留有', '食物', '孩子', '近东', '救济', '工程处', '超过', '加沙', '人满为患', '南部', '城市', '拉法', '寻求', '露宿街头', '缺少', '足够', '御寒衣', '物资', '最新', '粮食', '评估', '联合国', '人道主义', '工作者', '警告', '营养不良', '儿童', '面临', '危险', '加沙', '人口', '挨饿', '网页', '链接']",2024/1/3 8:50,美国
1623,"['美国', '国务卿', '布林肯', '中东', '巴以冲突', '爆发', '布林肯', '访问', '中东', '想必', '创下', '纪录', '布林肯', '访问', '中东', '背景', '以色列', '无人机', '袭击', '黎巴嫩', '刺杀', '哈马斯', '人物', '伊朗', '遭遇', '美国', '伊拉克', '武装', '组织', '发动', '袭击', '刺杀', '头目', '背景', '布林肯', '目的', '巴以冲突', '扩散', '蔓延', '中东', '燃起', '战火', '布林肯', '持续', '以色列', '约旦河西岸', '访问', '土耳其', '约旦', '卡塔尔', '沙特', '利益', '美国', '或许', '希望', '中东', '战火', '蔓延', '大大增加', '美国', '战略', '压力', '以色列', '黎巴嫩', '伊拉克', '国家', '进来', '军事行动', '目标', '持续', '拖住', '美国', '中东', '军事']",2024/1/5 2:50,巴基斯坦
