,微博正文,发布时间,ip
25832,"['哈马斯', '简陋', '武器', '美国', '对比', '巴以冲突', '冲突', '背后', '美国', '北约', '巴勒斯坦', '俄罗斯', '冲突', '哈马斯', '简陋', '用来', '发射', '火箭弹', '武器', '烟花', '心疼', '幸好', '武器', '美国', '北约', '以色列', '美国', '核潜艇', '美国', '北约', '国家', '支援', '以色列', '弹药', '武器', '卫星', '数据', '情报资料', '特种部队', '简直', '一边倒', '碾压', '说实话', '哈马斯', '简陋', '火箭弹', '守到', '真的', '太不容易']",2023/11/6 23:36,
25838,"['外交部', '重申', '中方', '巴勒斯坦', '立场', '国际', '中国', '态度', '冲突', '西方', '列强', '观望', '中方', '态度', '巴以冲突', '西方', '列强', '观望', '中方', '态度', '恰恰', '中国', '客观', '公正', '态度', '世界', '保留', '希望', '弱小民族', '国家', '保留', '希望', '大餅', '视频']",2023/11/6 22:47,
25860,"['巴以', '新一轮', '大规模', '冲突', '持续', '巴以冲突', '已致', '死亡', '半岛', '电视台', '消息', '当地', '时间', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '媒体', '办公室', '巴以冲突', '爆发', '加沙', '地带', '死亡', '人数', '增至', '包括', '儿童', '半岛', '电视台', '报道', '约旦河西岸', '有名', '巴勒斯坦人', '死亡', '海客', '新闻', '微博', '视频']",2023/11/14 7:10,
25863,"['联合国', '机构', '巴以冲突', '已致', '加沙', '地带', '儿童', '流离失所', '巴以冲突', '加沙', '儿童', '流离失所', '央视', '新闻', '客户端', '报道', '截至', '当地', '时间', '巴以冲突', '死亡', '巴勒斯坦', '死亡', '人数', '以色列', '死亡', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '媒体', '办公室', '消息', '加沙', '地带', '受伤', '人数', '儿童']",2023/11/14 7:10,
25869,"['以色列', '肯定', '好事', '英国', '前首相', '鲍里斯', '约翰逊', '澳大利亚', '总理', '斯科特', '莫里森', '抵达', '以色列', '声援', '访问', '参观', '以色列', '南部', '哈马斯', '袭击', '社区', '普京', '总统', '眼中', '政治', '临时工', '下台', '政治', '领导人', '流量', '巴以冲突', '解决', '好处', '影响', '特别', '英国', '前首相', '鲍里斯', '约翰逊', '网红', '区别', '也许', '演讲', '自传', '营销', '宣传', '巴以', '局势', '观察']",2023/11/5 22:55,
25870,"['难忘', '股市', '大涨', '买入', '交易', '恰恰', '反思', '行情', '恐惧', '心态', '哭泣', '李公', '巴以冲突', '天下', '太平', '万科', '季报', '发布', '对比', '季度', '招商银行', '季报', '发布', '对比', '季度', '招商银行', '万科', '股市', '大涨', '买入', '交易', '恰恰', '反思', '行情', '恐惧', '心态', '股市', '大涨', '买入', '交易', '恰恰', '反思', '行情', '恐惧', '心态']",2023/11/5 22:55,
25874,"['以军', '分割', '加沙', '要团', '哈马斯', '条件', '受限', '部长', '威胁', '核弹', '以军', '加沙', '切成', '动作', '哈马斯', '强攻', '条件', '受限', '以色列', '部长', '抛出', '惊人', '言论', '投放', '核弹', '巴以冲突', '智库', '终南', '剑客', '微博', '视频']",2023/11/6 21:37,
25875,"['泽连斯基', '邀请', '特朗普', '访问', '乌克兰', '泽连斯基', '特朗普', '明白', '搞不定', '乌克兰', '总统', '泽连斯基', '接受', '美国全国广播公司', '采访', '问及', '美国', '总统', '特朗普', '称能', '小时', '解决', '冲突', '一事', '泽连斯基', '特朗普', '来到', '特朗普', '解释', '无法平息', '这场', '战争', '参考消息', '联合国', '机构', '呼吁', '巴以', '停火', '参考消息', '微博', '视频']",2023/11/6 21:37,
25877,"['以色列', '国土报', '报道', '以色列', '军队', '计划', '加沙', '包围', '军事行动', '目标', '接触', '赶入', '城市', '武装', '分子', '摧毁', '哈马斯', '地道', '军事', '民用', '设施', '以色列国防军', '政府', '摧毁', '哈马斯', '目标', '一段时间', '更长', '出版物', '写道', '以色列国防军', '哈马斯', '地道', '计划', '也许', '发动', '空袭', '巴以冲突', '巴勒斯坦']",2023/11/6 21:37,
25880,"['外交部', '中方', '相关', '人员', '离开', '加沙', '中国外交部', '发言人', '毛宁', '例行', '记者会', '巴以冲突', '升级', '党中央', '高度重视', '冲突', '区域', '中国', '公民', '安危', '中国', '驻外', '外交机构', '国内', '工作', '部署', '加沙', '地带', '中国', '公民', '保持联系', '努力', '相关', '人员', '离开', '加沙', '人民', '视频', '人民', '视频', '微博', '视频']",2023/11/14 17:04,
25882,"['外交部', '中方', '相关', '人员', '离开', '加沙', '外交部', '例行', '记者会', '发言人', '毛宁', '巴以冲突', '升级', '党中央', '高度重视', '冲突', '区域', '中国', '公民', '安危', '中国', '驻外', '外交机构', '加沙', '地带', '中国', '公民', '保持联系', '努力', '相关', '人员', '离开', '加沙', '央视', '新闻', '人民日报', '外交部', '中方', '相关', '人员', '离开', '加沙']",2023/11/14 17:03,
25890,"['俄罗斯', '入侵', '乌克兰', '巴以冲突', '世界', '神话', '不起作用', '和平', '前提', '战争', '以色列', '援助', '加沙', '提供', '人道主义', '以色列', '军方', '发言人', '海军', '少将', '丹尼尔', '加里', '以色列国防军', '加沙', '平民', '提供', '食品药品', '医疗', '设备', '提供', '便利', '巴以冲突', '以色列', '巴勒斯坦', '冲突', '以色列', '呼吁', '加沙', '地区', '巴勒斯坦', '平民', '尽快', '和平', '前提', '战争']",2023/11/4 23:43,
25900,"['以色列', '加沙', '地面战', '一共', '讣告', '包括', '营长', '连长', '中尉', '军士长', '排长', '少尉', '离谱', '离谱', '开门', '离谱', '怪不得', '内塔尼亚胡', '消息', '临时', '停战', '战斗力', '拿下', '加沙城', '简直', '做梦', '巴以冲突', '动荡', '世界', '营长', '连长', '排长', '班长', '集体', '大考', '巴以冲突', '加沙', '儿童', '死亡', '冰雨']",2023/11/3 19:58,
25904,"['巴以冲突', '加沙', '医生', '加沙', '孕妇', '麻醉', '接受', '剖腹产', '英国', '金融时报', '网站', '报道', '加沙', '地带', '医生', '被迫', '病人', '麻醉', '状态', '外科手术', '包括', '剖腹产', '护士', '偷换', '止痛药', '耶鲁大学', '教授', '加沙', '孕妇', '被迫', '麻醉', '剖腹产', '感同身受', '以色列', '包围', '加沙城']",2023/11/3 19:57,
25908,"['中方', '相关', '人员', '离开', '加沙', '外交部', '加沙', '地带', '中方', '相关', '人员', '撤离', '外交部', '例行', '记者会', '发言人', '毛宁', '巴以冲突', '升级', '党中央', '高度重视', '冲突', '区域', '中国', '公民', '安危', '中国', '驻外', '外交机构', '加沙', '地带', '中国', '公民', '保持联系', '努力', '相关', '人员', '离开', '加沙', '来源', '人民日报', '责编', '张玉丽', '审核', '王首荣']",2023/11/14 16:06,
25917,"['巴以冲突', '加沙', '法国', '学院', '以色列', '炮弹', '击中', '法国外交部', '发表声明', '以色列', '当局', '通知', '法国', '加沙', '学院', '以色列', '袭击', '目标', '以色列', '当局', '方式', '传达', '促成', '因素', '学院', '场地', '工作人员', '法国', '国民', '巴以冲突', '升级', '巴勒斯坦']",2023/11/3 21:56,
25947,"['以色列国防军', '发言人', '丹尼尔', '加里', '中校', '穿过', '哈马斯', '地道', '另一侧', '加沙', '兰提西', '医院', '哈马斯', '地道', '藏身', '活动', '强行', '扣押', '以色列', '人质', '飞扬', '军事', '巴以冲突', '领土', '设施', '以色列', '侵占', '领土', '轰炸', '医院', '种族灭绝', '理由', '飞扬', '军事', '背心', '微博', '视频']",2023/11/14 9:11,
25959,"['中东', '接近', '尾声', '布林肯', '防弹衣', '秘访', '伊拉克', '国务卿', '布林肯', '中东', '巴勒斯坦', '总统', '阿巴斯', '会见', '巴以冲突', '爆发', '美国', '最高级别', '外交官', '到访', '约旦河西岸', '布林肯', '访问', '塞浦路斯', '伊拉克', '停留', '土耳其', '网页', '链接', '侨报', '新闻', '速递']",2023/11/7 23:31,
25960,"['实时', '播报', '七国集团', '外长', '会议', '日本', '东京', '时事', '通信', '当地', '时间', '报道', '七国集团', '外长', '会议', '日本', '东京', '外务省', '公馆', '开幕', '巴以冲突', '局势', '中心', '议题', '据悉', '七国集团', '外长', '会议', '讨论', '冲突', '议题']",2023/11/7 23:30,
25962,"['忽然', '想起', '很火', '爱人', '养花', '真的', '养花', '技能', '点亮', '大概', '先天不足', '缺失', '羡慕', '天生', '懂得', '毫不费力', '就让', '感觉', '爱意', '包围', '就算', '忽然', '重温', '昼颜了', '好像', '世界', '俄罗斯', '乌克兰', '开战', '巴以冲突', '激烈', '发生', '房价', '好像', '改变', '不到', '尽头', '人生', '稀里糊涂', '活着']",2023/11/7 23:28,
25968,"['以色列', '军方', '美国', '中东', '部署', '俄亥俄', '潜艇', '起到', '遏制', '作用', '以色列国防军', '发言人', '理查德', '克特', '投入', '资源', '地区', '起到', '遏制', '稳定', '作用', '巴以冲突', '以色列', '美国', '潜艇', '以色列', '军方', '美国', '中东', '部署', '俄亥俄', '潜艇', '起到', '遏制', '作用']",2023/11/6 23:30,
25970,"['以色列', '互射', '时间', '哈马斯', '声明', '黎巴嫩', '分支', '纳哈', '里亚海', '城镇', '发射', '火箭弹', '视频', '显示', '铁穹', '防空', '系统', '拦截', '地区', '上空', '火箭弹', '人员', '受伤', '损坏', '报告', '以色列国防军', '证实', '小时', '火箭弹', '黎巴嫩', '以色列', '北部', '发射', '据称', '部队', '火源', '炮击', '巴以冲突', '无心', '简影', '微博', '视频']",2023/11/6 23:27,
25983,"['沙特', '国王', '勒曼', '阿卜杜勒', '阿齐兹', '儿子', '穆罕默德', '王储', '启动', '网上', '捐款', '活动', '造福', '加沙', '人民', '总共', '捐赠', '里亚尔', '约合', '报道', '小时', '当地', '捐助者', '筹集', '加沙', '男子', '痛失', '亲人', '主持人', '无脑', '追问', '巴以冲突']",2023/11/3 20:53,
25999,"['巴以冲突', '民间', '武装', '以色列', '正规军', '落下风', '火箭弹', '导弹', '招呼', '隔空', '胡塞', '武装', '伊朗', '黎巴嫩', '武装', '闻风而动', '好像', '悄悄的', '隐身', '地中海', '看热闹', '美其名曰', '封锁', '地中海', '实则', '躲猫猫', '导弹', '憋屈', '真的', '过街老鼠', '记录', '国外', '生活', '微博', '视频']",2023/11/3 22:44,
26006,"['帝国', '思维', '帝国', '思维', '既有', '有硬', '巴以冲突', '沙特', '有变', '墙头草', '趋势', '小王爷', '东方', '大国', '放心', '理解', '缺少', '展示', '世界', '展示', '选择', '恰当', '时机', '恰当', '地点', '南海', '如火如荼', '边境', '算作', '说实话', '给予', '小王爷', '信心', '足够']",2023/11/5 22:44,
26007,"['以色列', '部长', '声称', '加沙', '核弹', '早就', '猜测', '了给', '背景', '推测', '投降', '日本', '广岛', '核弹', '相当于', '加沙', '炸弹', '差别', '在于', '核辐射', '目测', '核弹', '可能性', '部长', '发言', '立刻', '暂停', '参加', '以色列', '内阁会议', '资格', '广岛', '上了', '话题', '核弹', '消灭', '哈马斯', '到底', '以色列', '目标', '以色列', '再三', '摧毁', '哈马斯', '基建', '加沙', '巴以冲突']",2023/11/5 22:44,
26011,"['巴以冲突', '升级', '巴以冲突', '升级', '网页', '链接', '犹太人', '影响力', '犹太人', '哭墙', '中国', '祈祷', '犹太人', '巴以冲突', '升级', '巴以冲突', '加沙', '地带', '医院', '遭袭', '数百人', '死亡', '以色列', '加沙', '北部', '迁移', '南部', '以色列', '正式', '哈马斯', '宣战', '以色列', '巴勒斯坦', '冲突', '以色列国防军', '战争状态', '以色列', '以色列', '巴勒斯坦', '冲突']",2023/11/6 21:36,
26018,"['指点', '财津期', '巴以冲突', '升级', '威胁', '全球', '经济', '巴以冲突', '持续', '据统计', '死亡', '人数', '超人', '巴以冲突', '能源价格', '波动', '贸易', '成本增加', '全球', '经济', '带来', '不稳定性', '国际货币基金组织', '世界银行', '警告', '冲突', '全球', '经济', '沉重打击', '指点', '财津', '邢婧瑶', '解读', '巴以冲突', '升级', '加剧', '全球', '经济', '风险', '微博', '视频']",2023/11/6 21:30,
26020,"['外交部', '中方', '相关', '人员', '离开', '加沙', '外交部', '例行', '记者会', '发言人', '毛宁', '巴以冲突', '升级', '党中央', '高度重视', '冲突', '区域', '中国', '公民', '安危', '中国', '驻外', '外交机构', '加沙', '地带', '中国', '公民', '保持联系', '努力', '相关', '人员', '离开', '加沙', '来源', '央视', '新闻', '编辑', '刘倩', '央视', '新闻', '微博', '视频']",2023/11/14 17:00,
26021,"['外交部', '中方', '相关', '人员', '离开', '加沙', '外交部', '例行', '记者会', '发言人', '毛宁', '巴以冲突', '升级', '党中央', '高度重视', '冲突', '区域', '中国', '公民', '安危', '中国', '驻外', '外交机构', '加沙', '地带', '中国', '公民', '保持联系', '努力', '相关', '人员', '离开', '加沙', '来源', '央视', '新闻', '编辑', '央视', '新闻', '微博', '视频']",2023/11/14 17:00,
26029,"['联合国', '以色列', '罪行', '当地', '时间', '联合国', '人权', '高专', '发言人', '罗塞尔', '日内瓦', '记者会', '以色列', '加沙', '犯下', '战争', '罪行', '主管', '法院', '判定', '以色列', '犯下', '灭绝种族', '巴以冲突', '国际', '社会', '追究', '以色列', '战争', '以色列', '灭绝种族', '审判', '伸张正义', '巴勒斯坦', '人民', '公道', '惩罚', '以色列']",2023/11/4 23:38,
26039,"['以色列国防军', '轰炸', '加沙', '布拉吉', '难民营', '废墟', '寻找', '孩子', '父亲', '大型', '起重', '搜救', '设备', '只能', '工具', '徒手', '瓦砾', '幸福', '家庭', '破碎', '巴以冲突', '以军', '地面部队', '包围', '加沙城', '加沙', '男子', '痛失', '亲人', '主持人', '无脑', '追问', '旅行', '厨男', '微博', '视频']",2023/11/3 19:55,
26047,"['中国外交部', '中方', '相关', '人员', '离开', '加沙', '加沙', '地带', '中国外交部', '发言人', '毛宁', '外交部', '例行', '记者会', '巴以冲突', '升级', '中国', '驻外', '外交机构', '加沙', '地带', '中国', '公民', '保持联系', '努力', '中国', '相关', '人员', '离开', '加沙', '中国外交部', '中方', '相关', '人员', '离开', '加沙']",2023/11/14 16:03,
26057,"['日本', '废水', '打卡', '忘记', '日本', '核污染', '排海', '日本', '计划', '排出', '核污染', '总量', '巴以冲突', '吸引', '目光', '东西', '肆无忌惮', '距离', '排海', '总计', '排海', '污水', '排海', '总计', '排海', '污水', '共计', '排海', '污水', '日本', '数据', '日本', '核污染', '水排', '至少', '持续', '日本', '核污染', '负面', '信息']",2023/11/3 21:50,
26068,"['顶顶', '无知', '巴以冲突', '视频', '完整', '悲伤', '想到', '巴勒斯坦', '人权', '急需', '维护', '机灵', '相关', '视频', '发自内心', '不再', '这件', '当成', '玩笑', '悲伤', '希望', '世界', '和平', '至少', '再有', '无辜', '孩子', '百姓', '生命', '生活', '希望']",2023/11/3 23:32,
26069,"['巴以冲突', '卫星', '图像', '以色列', '军队', '聚集', '建造', '野战', '设施', '卫星', '图像', '显示', '加沙', '地带', '海岸', '以色列', '军队', '小型', '野战', '营地', '清晰可见', '位于', '房屋', '之间', '卫星', '图像', '显示', '萨拉丁', '公路', '显示', '路堤', '驻扎', '以色列', '装甲车', '以色列', '军队', '哈马斯', '携带', '弹药', '攻击', '无人机', '迫击炮', '攻击', '隧道', '发动', '伏击', '战术']",2023/11/3 23:32,
26071,"['冲突', '巴以冲突', '国际', '油价', '带来', '影响', '较大', '区别', '市场', '巴以冲突', '不买账', '油价', '涨幅', '衡量', '战争', '扩散', '关键', '门槛', '局部', '冲突', '影响', '市场', '影响', '全球', '商品', '供应', '升级', '地区', '全球', '冲突', '直观', '观察', '便是', '石油价格', '冲突', '爆发', '上涨', '巴以冲突', '持平']",2023/11/8 23:25,
26073,"['巴以冲突', '以色列', '上上下下', '残暴', '行径', '想见', '航海', '时代', '殖民者', '屠杀', '土著', '庆幸', '中国', '统一', '政权', '人口', '殖民者', '独吞', '中国', '灭绝', '中国', '感谢', '秦始皇', '庆幸', '解放', '中国', '建立', '中国', '得以', '快速', '工业化', '时代', '正面', '对抗', '帝国主义', '感谢', '毛主席']",2023/11/8 23:24,
26081,"['街头', '挨冻', '代驾', '小哥', '果断', '调头', '人人', '献出', '世界', '美好', '人间', '歌词', '三字经', '告诉', '向善', '人人', '向善', '世间', '争执', '悲剧', '老子', '天地', '不仁', '万物', '刍狗', '圣人', '不仁', '百姓', '刍狗', '巴以冲突', '深刻', '体会', '意义', '积善', '余庆', '不善', '生活', '碎片', '日积月累', '福德', '福报', '莫以小善而不积莫以小恶而为之']",2023/11/14 8:12,
26090,"['跑步', '跑步', '运动', '跑者', '日志', '官方', '微博晨', '起体', '长袖', '护手', '压缩', '棒球帽', '捡起', '课表', '跑步', '跑步', '配速', '恢复', '轻松', '音乐', '手表', '倾听', '身体', '声音', '周边', '声音', '思考', '战争', '巴以冲突', '想多', '英里']",2023/11/14 9:07,
26105,"['包皮', '系统性', '惩罚', '加沙', '报道', '记者', '空袭', '杀死', '记者', '摧毁', '住所', '杀死', '亲人', '孩子', '妻子', '方式', '试图', '肉体', '消灭', '瓦解', '记者', '斗志', '崩溃', '视频', '记者', '孩子', '最小', '幸存', '巴以冲突', '以军', '包围', '加沙城', '以色列', '轰炸', '加沙', '医院', '伤亡', '战神', '李景隆', '微博', '视频']",2023/11/6 23:25,
26108,"['单次', '冲突', '死亡', '人数', '联合国', '机构', '已有', '员工', '遇难', '联合国', '机构', '常设', '委员会', '当地', '时间', '发表声明', '巴以', '新一轮', '冲突', '爆发', '已有', '联合国', '近东', '巴勒斯坦', '难民', '救济', '工程处', '近东', '救济', '工程处', '工作人员', '遇难', '声明', '数字', '代表', '联合国', '单次', '冲突', '记录', '死亡', '人数', '微博', '视频']",2023/11/6 23:19,
26120,"['巴以冲突', '约旦', '王后', '拉尼', '接受', '美国有线电视新闻网', '采访', '巴勒斯坦', '呼吁', '停火', '意味着', '哈马斯', '支持者', '恐怖分子', '支持者', '反犹太', '分子', '犹太主义', '指控', '压制', '以色列', '批评', '工具', '以色列', '代表', '世界', '犹太人', '独自', '承担', '犯下', '罪行']",2023/11/6 22:33,
26128,"['巴以冲突', '哈马斯', '最新', '发布', '以色列国防军', '拜特', '哈农', '街头', '激烈', '视频', '哈马斯', '战术', '清晰', '正面', '硬刚', '依托', '完善', '地道', '系统', '神出鬼没', '打游击', '中国', '老百姓', '地道战', '以色列', '进来', '至少', '得脱', '层皮', '以色列', '巴勒斯坦', '冲突', '以色列', '缘木', '球鱼', '微博', '视频']",2023/11/3 20:48,
26129,"['明白', '道理', '和平', '国家', '讨论', '巴以冲突', '冲突', '印巴', '冲突', '美国', '全世界', '冲突', '乱七八糟', '冲突', '是因为', '先烈', '牺牲', '奉献', '成就', '和平', '和平', '错觉', '安全感', '轻而易举', '得来', '珍惜', '来之不易', '和平', '勿忘', '先辈', '牺牲', '勿忘', '历史', '珍惜', '和平']",2023/11/3 20:47,
26132,"['巴以冲突', '巴勒斯坦', '以色列国防军', '发表', '直升机', '搜救', '部队', '工作', '成果', '部队', '负责', '加沙', '地带', '撤离', '受伤', '士兵', '以色列国防军', '战争', '部队', '执行', '单独', '救援', '包括', '交火', '救援', '伤员', '运送', '医院', '侧面', '以军', '损失', '不小', '直升机', '紧急', '转运', '大都', '不轻', '近卫', '微博', '视频']",2023/11/3 22:43,
26138,"['总理', '称在', '冲突', '立场', '中立', '德国总理', '尔茨', '总理', '会谈', '见面会', '回答', '曼海姆', '市民', '德国', '历史', '立场', '中立性', '德国', '以色列', '哈马斯', '战争', '中立', '尔茨', '以色列政府', '毫无疑问', '支持', '国际舞台', '立场', '国际', '新闻', '视频', '通讯社', '微博', '视频']",2023/11/3 22:41,
26142,"['二毛', '阿三', '俄军', '步兵', '战车', '视频', '引发', '热议', '乌克兰', '军队', '不甘示弱', '机械化', '精兵', '照样', '乌军', '步兵', '战车', '战场', '上蟒', '连续', '倒车', '乌兵', '私仇', '乌军', '战场', '事件', '发生', '日常', '战场', '幸存', '步兵', '步兵', '战车', '驾驶员', '鼓掌', '喝彩', '感谢', '司机', '大哥', '不杀之恩', '巴以冲突', '罗廖夫', '微博', '视频']",2023/11/3 18:58,
26150,"['奥巴马', '巴以冲突', '所有人', '同谋', '奥巴马', '巴以冲突', '干净', '某种程度', '同谋', '美国国会', '山报', '报道', '美国', '总统', '奥巴马', '播客', '节目', '谈及', '巴以冲突', '忽视', '巴以冲突', '复杂性', '警告', '干净', '所有人', '同谋', '海客', '新闻', '奥巴马', '干净', '海客', '新闻', '微博', '视频']",2023/11/5 22:28,
26162,"['巴以冲突', '升级', '加沙', '战事', '激烈', '通讯', '切断', '身处', '苏格兰', '阿玛尼', '心急如焚', '冲突', '前几日', '英国', '博士', '学业', '丈夫', '孩子', '留在', '加沙', '孩子', '躲避', '以色列', '空袭', '影片', '网上', '关注', '阿玛尼', '感到', '黄媒', '真相', '小凡', '好摄', '微博', '视频']",2023/11/6 21:27,
26169,"['也许', '以色列', '西方', '撑腰', '也许', '国际法', '奈何', '不了', '断水', '断粮', '断电', '死伤无数', '画面', '冲击', '全球', '民众', '国际', '社会', '停火', '压力', '越来越', '追求', '正义', '维护', '权利', '凡事', '过犹不及', '打着', '正义', '旗号', '对方', '正义', '巴以', '局势', '观察', '巴以冲突', '以军', '启动', '地面战', '军事', '冒险', '微博', '视频']",2023/11/3 17:57,
26173,"['巴以冲突', '以色列', '军队', '轰炸', '加沙', '医疗', '大院', '大门', '据说', '难民', '躲藏', '救护车', '试图', '重伤', '运送', '受损', '视频', '血腥', '谨慎', '观看', '发出', '谁又能', '毁灭', '人性', '暴行', '难过', '之极', '美媒', '布林肯', '敦促', '以色列', '暂停', '袭击', '武统', '武力', '统一', '微博', '视频']",2023/11/4 23:36,
26182,"['不知不觉', '距离', '美国', '大选年', '剩下', '拜登', '视作', '民主党', '唯一', '总统', '候选人', '拜登', '政府', '偏袒', '以色列', '态度', '激怒', '美国', '阿拉伯', '选民', '民主党', '雄心勃勃', '成员', '机会', '美国', '大选', '美国', '巴以冲突', '以色列', '网页', '链接']",2023/11/3 19:54,
26195,"['以军', '已有', '加沙', '透视', '巴以冲突', '透露', '地面', '攻势', '已有', '超过', '以军', '官兵', '加沙', '地带', '分析', '以军', '地面部队', '北部', '东部', '加沙', '地带', '连接', '加沙', '地带', '南北', '方向', '道路', '以军', '切断', '小央', '视频', '微博', '视频']",2023/11/3 21:47,
26205,"['以军', '已有', '士兵', '地面', '以军', '地面部队', '合围', '加沙城', '外媒', '超过', '以军', '加沙', '地带', '以军', '加沙城', '西北部', '北部', '埃雷兹', '口岸', '加沙城', '南郊', '东部', '地区', '推进', '地面', '进攻', '以军', '加沙城', '合围', '以军', '展开', '地面', '已有', '士兵', '死亡', '卡桑', '以军', '加沙', '死伤', '惨重', '至少', '军车', '摧毁', '透视', '巴以冲突', '央视网', '微博', '视频']",2023/11/3 23:29,
26208,"['解读', '燃料', '加沙', '至关重要', '生命线', '水危机', '燃料', '短缺', '加沙', '地带', '面临', '一大', '困境', '巴以', '新一轮', '大规模', '冲突', '爆发', '以色列', '禁止', '加沙', '地带', '运送', '燃料', '燃料', '短缺', '关系', '民众', '生活', '方方面面', '医院', '治疗', '伤员', '病患', '国际', '时讯', '微博', '视频']",2023/11/3 23:28,
26221,"['联合国', '机构', '巴以冲突', '已致', '加沙', '地带', '儿童', '流离失所', '当地', '时间', '联合国儿童基金会', '发表声明', '巴以冲突', '导致', '加沙', '地带', '超过', '儿童', '流离失所', '声明', '呼吁', '冲突', '人道主义', '停火', '持续', '阻碍', '地向', '加沙', '地带', '提供援助', '释放', '扣押', '儿童', '来源', '央视', '新闻', '客户端']",2023/11/14 8:08,
26223,"['以色列', '疯起来', '美国', '擒贼擒王', '没用', '伊朗', '以色列', '中东', '巴以冲突', '停息', '伊朗', '以色列', '威胁', '伊朗', '武装', '组织', '攻击', '以色列', '袭击', '美国', '中东', '军事基地', '想要', '美国', '制止', '以色列', '策略', '真的', '美国', '管不住', '以色列', '网页', '链接']",2023/11/14 8:07,
26227,"['授权', '防长', '外国人', '定为', '恐怖分子', '关注', '巴以冲突', '动态', '以色列', '时报', '消息', '当地', '时间', '以色列', '议会', '法律', '以色列', '国防部长', '以色列', '人为', '恐怖分子', '法律', '修改', '以色列', '现有', '反恐', '法律', '恐怖分子', '定义', '恐怖组织', '提供', '金钱', '但非', '组织', '正式', '成员', '包括', '央视', '新闻', '以色列', '议会', '法律', '授权', '国防部长', '外国人', '定为', '恐怖分子']",2023/11/14 8:04,
26249,"['以色列', '突发', '黎巴嫩', '哈马斯', '发布', '声明', '导弹', '袭击', '占领', '城市', '纳哈', '里亚', '占领', '巴勒斯坦', '北部', '海法', '南部', '回应', '占领军', '加沙', '地带', '人民', '屠杀', '侵略', '以色列', '城市', '响起', '防空警报', '巴以冲突', '巴勒斯坦', '缘木', '球鱼', '微博', '视频']",2023/11/6 23:08,
26254,"['复国主义', '实体', '军队', '发布', '加沙', '巷战', '视频', '看不到', '巴勒斯坦人', '包皮', '耐心', '定位', '巴勒斯坦', '武装', '分子', '建筑', '懒得', '巷战', '拆楼', '抵抗', '组织', '打出', '战果', '巴以冲突', '以军', '包围', '加沙城', '以军', '声称', '小时', '加沙', '战神', '李景隆', '微博', '视频']",2023/11/6 22:31,
26257,"['欧美', '冬令', '数据', '公布', '开盘', '时间', '推迟', '小时', '关键', '数据', '重点', '巴以冲突', '发酵', '冲突', '后续', '操作', '依然', '震荡', '思路', '对待', '区间', '震荡', '散户', '朋友', '来讲', '友好', '行情', '套单', '耐心', '净值', '增长', '时机']",2023/11/6 22:30,
26259,"['加沙', '地带', '水危机', '愈演愈烈', '居民', '被迫', '海水', '冲突', '持续', '加沙', '地带', '水危机', '愈演愈烈', '加沙', '地带', '南部', '尼斯', '沿海', '区域', '居民', '海滩', '取水', '海水', '洗衣', '洗漱', '简陋', '方式', '自行处理', '海水', '饮用', '巴以冲突', '已致', '超人', '死亡', '网页', '链接', '视频', '微博', '视频']",2023/11/6 22:30,
26266,"['加沙', '记者', '同事', '袭击', '丧生', '脱下', '防护', '巴勒斯坦', '记者', '同事', '袭击', '丧生', '脱下', '背心', '头盔', '巴以冲突', '以色列', '巴勒斯坦', '冲突', '这位', '记者', '声嘶力竭', '保护', '免受', '以色列', '空袭', '导弹', '攻击', '佩戴', '象征性', '工具', '保护', '免受', '伤害', '身为', '里中横', '微博', '视频']",2023/11/3 20:45,
26275,"['黄金', '整体', '盈利', '吸取', '非农', '教训', '激动', '冲进去', '追涨', '非农', '走势', '情况', '月份', '一模一样', '单边', '利多', '黄金', '非农', '数据', '最终', '回落', '走势', '非农', '技术', '走势', '回落', '月份', '消息面', '关注', '巴以冲突', '巴以', '冲突', '黄金', '白银', '技术', '面看', '回落', '慢慢', '简单', '接下来', '黄金', '白银', '安排']",2023/11/3 22:38,
26277,"['哈马斯', '袭击', '加沙', '北部', '以军', '部队', '以军', '攻入', '加沙', '以军', '加沙', '北部', '哈马斯', '袭击', '加沙', '北部', '以军', '部队', '算不得', '新闻', '哈马斯', '打死', '以色列', '军人', '不错', '哈马斯', '巴勒斯坦', '民众', '付出', '代价', '计算', '战损', '毫无疑问', '巴勒斯坦', '以军', '可比性', '角度看', '巴以', '寻求', '和谈', '解决', '冲突', '巴以冲突', '国际', '军情', '军迷', '天地']",2023/11/3 22:37,
26287,"['巴以冲突', '厉害', '犹太人', '黑暗', '历史', '包括', '以色列', '加沙', '地带', '封锁', '报复性', '空袭', '媒体', '疯狂', '报道', '夸大其词', '实事求是', '疑惑', '以色列', '真的', '顾及', '国际', '影响', '巴斯', '武装', '组织', '值得', '同情', '可怜', '巴勒斯坦', '老百姓', '特别', '妇女儿童', '疫情', '世界']",2023/11/3 18:51,
