,微博正文,发布时间,ip
4985,"['加沙', '已有', '超名', '儿童', '死亡', '当地', '时间', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '媒体', '办公室', '发表声明', '巴以冲突', '爆发', '加沙', '地带', '已有', '超人', '死亡', '包含', '儿童', '超人', '受伤', '妇女', '儿童', '以色列', '数据', '以方', '死亡', '人数', '截至', '巴以冲突', '已致', '死亡', '黄媒', '真相', '央视', '新闻', '微博', '视频']",2023/11/19 13:39,
4986,"['印尼', '医院', '儿童', '讲述', '犹太', '复国主义', '占领者', '轰炸', '位于', '巴利亚', '难民营', '房子', '轰炸', '房子', '导弹', '打出', '姐姐', '掉下来', '兄弟', '受伤', '以色列', '巴勒斯坦', '冲突', '红十字会', '报道', '小时', '加萨走廊', '至少', '有名', '巴勒斯坦人', '犹太复国', '主义者', '杀害', '据估计', '加萨', '谋杀', '巴勒斯坦人', '超过', '儿童', '巴以冲突', '身为', '里中横', '微博', '视频']",2023/11/19 17:45,
4991,"['巴以冲突', '抗议者', '游行', '逼近', '以色列', '总理', '办公室', '愤怒', '呼吁', '解救', '人质', '人民日报', '海外版', '报道', '当地', '时间', '包括', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '扣押', '人质', '家属', '示威者', '游行', '耶路撒冷', '愤怒', '呼吁', '以色列政府', '措施', '解救', '人质', '亲人', '带回家', '长江', '新闻', '微博', '视频']",2023/11/19 17:41,
4992,"['峰会', '美国', '旧金山', '正式', '拉开帷幕', '拜登', '表面', '从容应对', '焦头烂额', '战争', '裹足不前', '巴以冲突', '愈演愈烈', '国内', '党派', '暗潮汹涌', '国际', '地缘', '政治', '无力', '维系', '眼看', '美国', '大选', '日益', '临近', '峰会', '乱世', '扭转乾坤', '利器', '拜登', '大选', '加分', '详情', '凤凰卫视', '资讯', '台大', '新闻', '历史', '解读', '凤凰卫视', '微博', '视频']",2023/11/19 17:40,
4996,"['程墨', '人员', '撤离', '希法', '医院', '俄军', '冲锋', '损失惨重', '乌克兰', '局势', '局势', '最新进展', '战争', '速报', '战争', '战争', '速报', '巴以冲突', '以色列', '哈马斯', '加沙', '以军', '包围', '加沙城', '中方', '沟通', '协调', '推动', '巴以冲突', '降温', '程墨', '人员', '撤离', '希法', '医院', '俄军', '冲锋', '损失惨重']",2023/11/19 22:36,
5001,"['爱丽舍宫', '法国', '媒体', '透露', '法国', '总统', '马克', '埃及', '总统', '阿卜杜勒', '法塔赫', '塞西', '通电话', '马克', '加沙', '地区', '人道主义', '援助', '法国', '包租', '飞机', '运载', '超过', '医疗', '货物', '爱丽舍宫', '马克', '医疗', '迪克斯', '穆德', '西北风', '两栖', '攻击', '抵达', '埃及', '法国', '本土', '医院', '随时', '接待', '来自', '加沙', '地带', '儿童', '法兰西', '故事', '巴以冲突']",2023/11/19 22:34,
5014,"['中方', '沟通', '协调', '推动', '巴以冲突', '降温', '阿拉伯', '伊斯兰', '国家', '外长', '联合', '代表团', '访华', '代表团', '成员', '包括', '沙特', '外交大臣', '费萨尔', '约旦', '首相', '外交大臣', '萨法迪', '埃及', '外长', '克里', '印度尼西亚', '外长', '特诺', '巴勒斯坦', '外长', '马立基', '伊斯兰', '合作', '组织', '秘书长', '塔哈', '阿拉伯', '伊斯兰', '国家', '外长', '联合', '代表团', '访华']",2023/11/19 21:49,
5024,"['加沙', '医院', '停止', '服务', '官员', '称于', '加沙', '输送', '燃料', '截至', '当地', '时间', '巴以冲突', '已致', '超过', '死亡', '当地', '时间', '拉比亚', '电视台', '援引', '巴勒斯坦', '红新月会', '消息', '加沙', '地带', '医院', '停止', '服务', '以色列', '官员', '加沙', '地带', '输送', '燃料', '人民日报', '加沙', '医院', '停止', '服务', '官员', '称于', '加沙', '输送', '燃料']",2023/11/18 11:00,
5031,"['土耳其', '外长', '以色列', '断交', '土耳其', '外长', '以色列', '断交', '持续', '更新', '巴以冲突', '美国', '讲述者', '报告', '新闻网', '援引', '俄罗斯', '消息', '土耳其', '外长', '菲丹', '接受', '卡塔尔', '半岛', '电视台', '采访', '土耳其', '断绝', '以色列', '外交关系', '但为', '预期', '效果', '国家', '作出', '土耳其', '外长', '谈及', '以色列', '断交', '土耳其', '外长', '以色列', '断交']",2023/11/19 12:38,
5032,"['悉墨', '再次', '爆发', '大规模', '集会', '巴以', '支持者', '街头', '游行示威', '高声', '呐喊', '电讯报', '报道', '悉尼', '集会', '以色列', '支持者', '悉尼', '东部', '放风筝', '巴勒斯坦', '支持者', '抗议', '加沙', '战争', '墨尔本', '抗议者', '游行', '车站', '高呼', '停火', '网页', '链接', '墨尔本', '悉尼', '巴以冲突']",2023/11/19 12:38,
5036,"['巴以冲突', '加沙', '医院', '停止', '服务', '官员', '称于', '加沙', '输送', '燃料', '央视', '新闻', '报道', '当地', '时间', '拉比亚', '电视台', '援引', '巴勒斯坦', '红新月会', '消息', '加沙', '地带', '医院', '停止', '服务', '当地', '时间', '以色列', '国家', '顾问', '察希哈内格比', '以色列', '当地', '时间', '加沙', '地带', '输送', '燃料', '长江', '新闻', '微博', '视频']",2023/11/18 10:08,
5038,"['强烈呼吁', '巴以', '停止', '军事冲突', '摩尔多瓦', '总统', '爱犬', '咬伤', '奥地利', '总统', '范德贝伦', '马仕健', '首正', '能量', '歌曲', '传递', '中国', '声音', '外交', '倡导', '开放', '合作', '世界', '精彩', '加沙', '难民', '摧毁', '世卫', '孤独', '列为', '全球', '重点', '关注', '事项']",2023/11/18 10:08,
5052,"['冯德', '莱恩', '中国', '巴以冲突', '态度', '中欧', '关系', '峰会', '风向', '盛赞', '中欧', '关系', '经济繁荣', '国家', '因素', '中国', '欧洲', '贸易', '伙伴', '工业', '强国', '技术', '竞争对手', '军事', '强国', '全球', '秩序', '独特', '理念', '全球', '参与者', '欧洲', '美国', '脸色', '行事']",2023/11/19 15:26,
5066,"['巴以', '局势', '加沙', '长时间', '暂时', '停火', '决议', '美国', '弃权票', '安理会', '巴以冲突', '停火', '决议', '内容', '英国', '俄罗斯', '美国', '三国', '弃权', '标题', '美国', '弃权票', '央视', '新闻', '操作', '增加', '互信', '中文', '不好', '加沙', '长时间', '暂时', '停火', '决议', '美国', '弃权票']",2023/11/16 10:05,
5068,"['加沙', '长时间', '暂时', '停火', '决议', '美国', '弃权票', '安理会', '巴以冲突', '停火', '决议', '当地', '时间', '联合国安理会', '马耳他', '提出', '决议', '决议', '呼吁', '加沙', '地带', '紧急', '实施', '足够', '天数', '长时间', '人道主义', '暂时', '停火', '人道主义', '走廊', '足够', '天数', '长时间', '开放', '英国', '俄罗斯', '美国', '弃权', '央视', '新闻']",2023/11/16 10:04,
5071,"['联合国安理会', '加沙', '地带', '停火', '决议', '安理会', '巴以冲突', '停火', '决议', '当地', '时间', '联合国安理会', '马耳他', '提出', '决议', '决议', '呼吁', '加沙', '地带', '紧急', '实施', '足够', '天数', '长时间', '人道主义', '暂时', '停火', '人道主义', '走廊', '足够', '天数', '长时间', '开放', '英国', '俄罗斯', '美国', '弃权', '央视', '新闻', '央视', '新闻', '微博', '视频']",2023/11/16 10:04,
5081,"['以色列', '民众', '游行', '哈马斯', '释放', '人质', '特拉维夫', '出发', '以色列', '游行', '民众', '预计', '抵达', '耶路撒冷', '以色列政府', '措施', '促成', '哈马斯', '绑架', '人质', '获释', '哈马斯', '武装', '分子', '突袭', '以色列', '南部', '劫持', '来自', '国家', '人质', '以色列政府', '哈马斯', '释放', '人质', '才能', '停止', '军事行动', '巴以冲突', '身为', '里中横', '微博', '视频']",2023/11/18 9:15,
5086,"['央视', '巴以冲突', '爆发', '加沙', '地带', '已有', '超人', '死亡', '包含', '儿童', '估且', '数据', '死亡', '比例', '只能', '哈马斯', '巴勒斯坦人', '保护', '儿童', '反而', '故意', '儿童', '置于', '风险', '儿童', '肉盾', '尼玛', '哈马斯', '巴勒斯坦', '成年人', '加沙', '已有', '超名', '儿童', '死亡']",2023/11/19 10:57,
5106,"['以色列', '撑不住', '打仗', '费命', '费钱', '以色列', '超级', '发达国家', '沦落', '高利贷', '地步', '了据', '英国', '金融时报', '消息', '以色列', '巴以冲突', '耗费', '资金', '以色列', '财政', '陷入', '瘫痪', '以色列', '缓解', '危机', '借贷', '成本', '交易', '国际', '投资者', '借贷', '面对', '越来越', '武装', '组织', '以色列']",2023/11/19 14:34,
5110,"['巴以冲突', '鱿鱼', '鱿鱼', '乌贼', '冒头', '喜欢', '烧烤', '鱿鱼', '环节', '鱿鱼', '乌贼', '质疑', '巴勒斯坦', '死亡', '数量', '中科院', '殷罡', '数据', '哈马斯', '造假', '加沙', '医院', '没死', '眼里', '巴勒斯坦', '卫生部', '公布', '联合国', '公布', '虚假', '数据', '只以', '以色列', '公布', '以色列', '哈马斯', '巴勒斯坦', '平民', '死亡', '鱿鱼', '跟着', '死亡']",2023/11/19 11:47,
5111,"['巴以冲突', '已致', '加沙', '儿童', '死亡', '当地', '时间', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '媒体', '办公室', '发表声明', '巴以冲突', '爆发', '加沙', '地带', '已有', '超人', '死亡', '包含', '儿童', '妇女', '超人', '受伤', '妇女', '儿童', '以色列', '数据', '以方', '死亡', '人数', '截至', '巴以冲突', '导致', '死亡', '新闻', '直播间', '央广', '军事', '微博', '视频']",2023/11/19 11:47,
5114,"['巴以冲突', '摧毁', '以色列', '经济', '增长', '国际', '声誉', '以色列', '损失', '专家', '估计', '正是', '以色列', '巴勒斯坦', '冲突', '付出', '代价', '繁荣', '典范', '国家', '发现自己', '面临', '经济危机', '西方', '制裁', '目标', '俄罗斯', '相比', '接受', '美国', '援助', '以色列', '网页', '链接']",2023/11/19 11:44,
5115,"['巴以冲突', '加沙', '地带', '库拉', '塔尔', '阿尔扎', '塔尔', '学校', '袭击', '导致', '儿童', '妇女', '死亡', '联合国儿童基金会', '中东', '北非', '区域', '主任', '阿黛尔', '科德尔', '袭击', '屠杀', '死亡', '场面', '震惊', '可怕', '袭击', '停止', '文中', '写道', '儿童', '学校', '庇护所', '目标', '停火', '法市', '男孩', '坐在', '摧毁', '房屋', '废墟', '网页', '链接']",2023/11/19 11:40,
5117,"['无时无刻', '逮住', '机会', '教育', '吃饭', '教育', '吃饭', '花少刚', '点开', '道德', '制高点', '批评', '教育', '正是', '娱乐', '至上', '国家', '世界', '巴以冲突', '是因为', '综艺', '出差', '抽出', '时间', '打电话', '教育', '工作', '上要', '才能', '上级', '留下', '印象', '疯狂', '人生', '当之无愧', '思政课', '大导']",2023/11/19 13:39,
5119,"['可怜', '约旦', '巴以冲突', '出力', '受伤害', '最深', '巴以冲突', '地盘', '扩一', '国王', '巴勒斯坦人', '暗杀', '国王', '差点', '巴解', '推翻', '巴勒斯坦人', '抗争', '成功', '炼成', '阿拉伯', '国家', '内部', '舅舅', '姥姥', '不疼', '大法', '可喜可贺', '中国', '俗语', '成功', '舅舅', '姥姥']",2023/11/19 13:36,
5120,"['以色列', '无人机', '黎巴嫩真主党', '伊朗', '飞弹', '击落', '图片', '视频', '确认', '击落', '无人机', '伊朗', '飞弹', '段时间', '至少', '击落', '以色列', '美国', '无人机', '火箭', '助推', '起飞', '主动力', '涡喷', '发动机', '用于', '对付', '无人机', '直升机', '低速', '空中', '目标', '飞弹', '成本', '巴以冲突']",2023/11/19 13:34,
5127,"['管理', '加沙', '拜登', '表态', '内塔尼亚胡', '反对', '巴以冲突', '超过', '死亡', '美国', '始终', '反对', '国际', '社会', '推动', '停火', '努力', '当地', '时间', '美国', '总统', '拜登', '华盛顿邮报', '发表文章', '重申', '美国', '坚定', '支持', '以色列', '声称', '停火', '哈马斯', '发动', '袭击', '机会', '拒绝', '呼吁', '加沙', '停火', '管理', '加沙', '拜登', '表态', '内塔尼亚胡', '反对']",2023/11/19 17:35,
5132,"['加沙', '难民', '不得不', '逃难', '途中', '放弃', '孩子', '以色列', '加沙', '北部', '持续', '发动', '空袭', '巴勒斯坦', '难民', '南部', '逃离', '难民', '食物', '只能', '祈祷', '难民', '逃难', '途中', '不得不', '放弃', '孩子', '巴以冲突', '前线', '记者团', '微博', '视频']",2023/11/19 17:30,
5176,"['国际', '时讯', '加沙', '已有', '超名', '儿童', '死亡', '当地', '时间', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '媒体', '办公室', '发表声明', '巴以冲突', '爆发', '加沙', '地带', '已有', '超人', '死亡', '包含', '儿童', '超人', '受伤', '妇女', '儿童', '以色列', '数据', '以方', '死亡', '人数', '截至', '巴以冲突', '已致', '死亡', '央视', '新闻', '微博', '视频']",2023/11/19 12:33,
5179,"['加沙', '已有', '超名', '儿童', '死亡', '当地', '时间', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '媒体', '办公室', '发表声明', '巴以冲突', '爆发', '加沙', '地带', '已有', '超人', '死亡', '包含', '儿童', '超人', '受伤', '妇女', '儿童', '以色列', '数据', '以方', '死亡', '人数', '截至', '巴以冲突', '已致', '死亡', '央视', '新闻', '央视', '新闻', '微博', '视频']",2023/11/19 12:30,
5185,"['峰会', '美国', '旧金山', '正式', '拉开帷幕', '拜登', '表面', '从容应对', '焦头烂额', '战争', '裹足不前', '巴以冲突', '愈演愈烈', '国内', '党派', '暗潮汹涌', '国际', '地缘', '政治', '无力', '维系', '眼看', '美国', '大选', '日益', '临近', '峰会', '乱世', '扭转乾坤', '利器', '拜登', '大选', '加分', '详情', '凤凰卫视', '资讯', '台大', '新闻', '历史', '解读', '来源', '凤凰卫视', '微博', '视频']",2023/11/19 20:51,
5189,"['外交部', '中方', '阿拉伯', '伊斯兰', '国家', '外长', '联合', '代表团', '推动', '巴以冲突', '降温', '保护', '平民', '公正', '解决', '巴勒斯坦', '沟通', '协调', '中方', '沟通', '协调', '推动', '巴以冲突', '降温', '巴以冲突', '以色列', '巴勒斯坦', '冲突', '刘成春', '微博', '视频']",2023/11/19 20:49,
5192,"['中方', '沟通', '协调', '推动', '巴以冲突', '降温', '阿拉伯', '伊斯兰', '国家', '外长', '联合', '代表团', '访华', '中方', '阿拉伯', '伊斯兰', '国家', '外长', '联合', '代表团', '推动', '巴以冲突', '降温', '保护', '平民', '公正', '解决', '巴勒斯坦', '沟通', '协调', '灵灵', '世界', '网友', '心声', '世界', '中国', '中国', '世界', '更好', '和平共处', '合作']",2023/11/19 20:48,
5200,"['华盛顿邮报', '援引', '知情', '人士', '报道', '以色列', '美国', '哈马斯', '已达成', '临时', '协议', '释放', '加沙', '被扣', '人质', '妇女', '儿童', '换取', '暂停', '以色列', '总理', '本杰明', '内塔尼亚胡', '美国', '官员', '尚未', '达成协议', '熟悉', '这份', '详细', '协议', '人士', '透露', '出现意外', '人质', '释放', '飞扬', '军事', '巴以冲突', '以色列', '攻打', '加沙', '全境']",2023/11/19 15:09,
5215,"['加沙', '长时间', '暂时', '停火', '决议', '美国', '弃权票', '安理会', '巴以冲突', '停火', '决议', '当地', '时间', '联合国安理会', '马耳他', '提出', '决议', '决议', '呼吁', '加沙', '地带', '紧急', '实施', '足够', '天数', '长时间', '人道主义', '暂时', '停火', '人道主义', '走廊', '足够', '天数', '长时间', '开放', '英国', '俄罗斯', '美国', '弃权', '国际', '时政', '热点', '巴以冲突', '央视', '新闻', '微博', '视频']",2023/11/16 10:02,
5217,"['联合国', '近东', '巴勒斯坦', '难民', '救济', '工程处', '媒体', '截至', '加沙', '地带', '人口', '干净', '用水', '机构', '加沙', '地带', '设有', '庇护', '场所', '流离失所', '避难', '避难所', '服务', '处于', '崩溃', '边缘', '巴以', '新一轮', '大规模', '冲突', '持续', '国际', '时讯', '微博', '视频']",2023/11/16 10:01,
5229,"['清场', '希法', '医院', '以军', '清剿', '加沙', '地道', '法新社', '报道', '以色列', '军队', '扩音器', '下令', '加沙', '地带', '希法', '医院', '人员', '小时', '之内', '撤出', '步行', '滨海区', '消息', '以方', '否认', '以色列国防军', '深化', '希法', '医院', '分析', '以军', '清剿', '哈马斯', '地道', '系统', '信号', '透视', '巴以冲突', '小央', '视频', '微博', '视频']",2023/11/19 10:47,
5230,"['意大利', '安莎', '通讯社', '报道', '当地', '时间', '意大利', '学生', '比萨斜塔', '挂出', '巨幅', '巴勒斯坦', '国旗', '报道', '警方', '消息', '当地', '游行示威', '活动', '参加', '游行', '队伍', '穿过', '市中心', '街道', '比萨', '教堂', '比萨斜塔', '所在', '广场', '游行', '结束', '学生', '比萨斜塔', '挂出', '巨幅', '巴勒斯坦', '国旗', '燃烧', '释放', '烟雾', '巴以冲突', '升级']",2023/11/19 10:46,
5235,"['巴以冲突', '以色列国防军', '发布', '精锐部队', '杜德万', '加沙', '地带', '录像', '以军', '以色列', '部队', '突袭', '哈马斯', '地点', '过程', '打死', '哈马斯', '人员', '以色列国防军', '杜夫德', '部队', '加沙', '高中', '突袭', '发现', '武器', '哈马斯', '军事装备', '以色列', '军队', '突袭', '哈马斯', '战地', '指挥官', '发现', '武器', '哈马斯', '教学', '手册', '深海', '微博', '视频']",2023/11/19 18:02,
5242,"['军事', '新闻', '俄罗斯', '伤亡', '累计', '伤亡', '居然', '撤退', '露面', '乌克兰', '武装部队', '总司令', '不解', '战争', '损失', '撤退', '俄罗斯', '伤亡', '超过', '撤退', '迹象', '反而', '发起', '攻势', '利用', '人口', '优势', '乌克兰', '消耗战', '欧美', '喊话', '先进武器', '对付', '俄罗斯', '进攻', '估计', '关注', '巴以冲突', '生怕', '遗忘', '角落里', '时不时', '来源', '财务']",2023/11/19 14:19,
5247,"['向日葵', '光伏', '发电', '垃圾', '网难', '地方', '差异', '巴以冲突', '侧面', '光伏', '发电', '意义', '运输系统', '切断', '太阳', '屋面', '光伏', '至少', '保证', '医院', '民生', '基础', '用电', '能源', '资源', '资源', '贫瘠', '国家', '没得', '光伏', '能源', '资源', '依赖', '制造业', '光伏', '世界', '因光', '大同']",2023/11/19 11:34,
5253,"['巴以冲突', '世卫', '组织', '希法', '医院', '当前情况', '令人', '绝望', '连日来', '以色列', '军方', '加沙', '地带', '希法', '医院', '搜查', '哈马斯', '军事设施', '医院', '人道主义', '危机', '加剧', '访问', '过希法', '医院', '组织', '发表声明', '希法', '医院', '当前情况', '令人', '绝望', '世卫', '组织', '小时', '小时', '留在', '希法', '医院', '病人', '运送', '加沙', '南部', '医院', '微博', '视频']",2023/11/19 13:27,
5262,"['以色列', '攻打', '加沙', '全境', '以色列国防军', '公布', '加沙', '地带', '作战', '精锐', '杜夫德', '部队', '镜头', '据称', '部队', '袭击', '哈马斯', '地点', '过程', '杀死', '特工', '以色列国防军', '杜夫德', '部队', '袭击', '加沙', '高中', '发现', '武器', '哈马斯', '军事装备', '巴以冲突', '潇洒', '微博', '视频']",2023/11/19 17:26,
5267,"['加沙', '地带', '疏散', '女子', '感谢', '俄总统', '紧急情况', '加沙', '地带', '疏散', '俄罗斯', '女子', '娜塔', '利娅', '俄罗斯', '紧急情况', '部是', '紧急情况', '家人', '感谢', '俄罗斯', '总统', '人民', '加沙', '地带', '巴以冲突', '加沙', '地带', '疏散', '女子', '俄总统', '紧急情况', '表示感谢']",2023/11/19 17:21,
5278,"['社调', '老师', '调查', '内容', '实践', '看过', '想法', '见识', '描述性', '研究', '大而空', '界定', '现象', '特定', '领域', '寻找', '异常', '寻找', '差异', '观察', '角度', '老师', '永远', '社会', '现象', '兴趣', '巴以冲突', '以色列', '宗教', '宗族', '历史', '发展', '浮于', '表面', '赞同', '相关', '社会', '热点', '发现', '值得', '研究']",2023/11/19 16:12,
5279,"['以军', '空投', '传单', '加沙', '南部', '民众', '撤离', '以防', '中东', '新闻网', '报道', '英国', '独立', '电视台', '播报', '以军', '加沙', '地带', '南部', '城市', '尼斯', '以东', '区域', '空投', '传单', '当地', '民众', '撤离', '以军', '鼓励', '加沙', '北部', '巴勒斯坦人', '撤离', '地方', '巴以冲突', '海客', '新闻', '微博', '视频']",2023/11/19 16:11,
5280,"['土耳其', '总统', '犹太人', '穆斯林', '区别', '土耳其', '总统', '犹太人', '穆斯林', '区别', '持续', '更新', '巴以冲突', '当地', '时间', '土耳其', '总统', '尔多', '访问', '德国', '会见', '德国', '总统', '总理', '记者会', '德国总理', '尔茨', '冲突', '观点', '沟通', '交流', '新闻', '微博', '视频']",2023/11/19 16:11,
5285,"['也门', '胡塞', '武装', '扣押', '载有', '船员', '以色列', '货船', '货船', '名为', '银河', '霸主', '不得不', '说穿', '拖鞋', '胡塞', '武装', '确实', '厉害', '以色列', '发射', '射程', '导弹', '拦截', '打下', '美国', '无人机', '货船', '扣押', '来源', '中方', '沟通', '协调', '推动', '巴以冲突', '降温']",2023/11/19 21:40,
5286,"['紧急情况', '部称', '莫斯科', '运送', '巴以冲突', '疏散', '公民', '家人', '俄罗斯', '紧急情况', '频道', '发布', '消息', '专机', '莫斯科', '运送', '巴以冲突', '疏散', '公民', '家人', '公告', '紧急情况', '专机', '俄罗斯', '公民', '家人', '巴以冲突', '送到', '莫斯科', '救援', '人员', '心理咨询', '医生', '公民', '提供', '医疗', '心理', '救助', '保障', '饮食', '饮用水', '紧急情况', '部称', '莫斯科', '运送', '巴以冲突', '疏散', '公民', '家人']",2023/11/19 21:40,
5293,"['局势', '新进展', '巴以冲突', '乌克兰', '电视', '马拉松', '节目', '公布', '乌克兰', '损失', '数据', '乌军', '官方', '阵亡', '士兵', '人数', '荒谬', '数字', '乌克兰', '观众', '深深', '震惊', '西方', '媒体', '信息', '资源', '估计', '事实上', '乌克兰', '死亡', '人数', '超过', '伤残者', '呼叫', '伏尔加']",2023/11/19 21:37,
5306,"['以色列', '真的', '在意', '人质', '对话', '释放', '人质', '以色列', '哈马斯', '对话', '不先', '人质', '救回来', '报复', '人质', '回来', '报复', '有限', '拿下', '加沙', '不留', '巴勒斯坦人', '目标', '相去甚远', '以色列', '人质', '命运', '到底', '手中', '不在意', '人质', '土地', '巴以冲突', '巴以', '局势', '观察', '大餅', '视频']",2023/11/19 12:29,
5326,"['持续', '更新', '巴以冲突', '以色列', '卡车', '燃料', '加沙', '地带', '以色列', '国家', '顾问', '哈内格比', '确认', '以色列', '内阁', '同意', '美国', '以色列', '提出', '特别', '卡车', '燃料', '加沙', '地带', '运行', '加沙', '地带', '濒临', '崩溃', '污水处理', '系统', '视频', '来源于', '网络', '微博', '视频']",2023/11/19 15:07,
5353,"['哈马斯', '卡萨姆', '发言人', '阿布奥贝达', '杀死', '了名', '以色列', '士兵', '摧毁', '军车', '摧毁', '拜特', '哈农', '敌军', '士兵', '被困', '公寓', '杀死', '摧毁', '军车', '巴以冲突', '以色列', '巴勒斯坦', '冲突', '阿布奥', '拜达', '阿拉伯语', '罗马字', '阿布奥', '拜达', '拼写', '哈马斯', '军事', '组织', '伊兹', '阿丁', '卡萨姆', '发言人', '身为', '里中横', '微博', '视频']",2023/11/18 9:00,
5356,"['就要', '预测', '时间', '国际', '形式', '趋于', '缓和', '国内', '生产', '生活', '一切正常', '沿海', '城市', '基建', '有序', '深圳', '战争', '趋势', '消耗战', '慢慢', '不了', '不了', '俄罗斯', '衰弱', '内乱', '解体', '巴以冲突', '接近', '尾声', '周边国家', '嘴炮', '下场', '零敲碎打', '慢慢', '哈马斯', '剿灭', '干净', '监管', '加沙', '地带', '科技', '女性', '波子云']",2023/11/19 10:42,
5357,"['清场', '希法', '医院', '以军', '清剿', '加沙', '地道', '法新社', '报道', '以色列', '军队', '扩音器', '下令', '加沙', '地带', '希法', '医院', '人员', '小时', '之内', '撤出', '步行', '滨海区', '消息', '以方', '否认', '以色列国防军', '深化', '希法', '医院', '分析', '以军', '清剿', '哈马斯', '地道', '系统', '信号', '透视', '巴以冲突', '小央', '视频', '小央', '视频', '微博', '视频']",2023/11/19 10:42,
5373,"['巴以', '局势', '利用', '巴以冲突', '浑水摸鱼', '克利夫兰', '报道', '名叫', '希萨姆', '伊亚德', '俄亥俄', '男子', '当地', '伊斯兰', '委员会', '告状', '好好', '路上', '陌生人', '导致', '受伤', '住院', '袭击者', '攻击', '大喊', '杀掉', '巴勒斯坦人', '以色列', '警方', '调查', '发现', '这场', '袭击', '根本就是', '捏造', '伊亚德', '确实', '受了伤', '受伤', '原因', '兄弟', '伊亚德', '随即', '兄弟', '被捕']",2023/11/19 14:15,
5376,"['巴以冲突', '以色列', '国土报', '报道', '以色列', '官方', '调查', '以色列国防军', '直升机', '音乐节', '杀害', '以色列', '平民', '事件', '调查', '显示', '拉马', '大卫', '基地', '抵达', '现场', '以色列', '军方', '直升机', '恐怖分子', '开火', '击中', '狂欢', '新闻报道', '援引', '透露', '姓名', '警察', '官员', '警方', '报告', '袭击', '死亡', '人数', '修正', '包括', '警察', '报道', '绑架', '电影节', '观众', '人数', '来源', '国土报']",2023/11/19 14:10,
5380,"['官兵', '阵亡', '摩萨德', '失灵', '以军', '神话', '破灭', '排除', '群殴', '以色列', '官方', '正式', '公布', '巴以冲突', '总共', '阵亡', '了名', '官兵', '现代战争', '同等', '受伤', '比例', '以色列', '军队', '截止', '伤亡', '智库', '知识', '加成', '计划', '巴以冲突', '乐观', '天下', '微博', '视频']",2023/11/19 14:01,
5386,"['以军', '冲突', '升级', '死亡', '以色列', '士兵', '增至', '以色列', '攻打', '加沙', '全境', '以色列国防军', '新闻', '发言人', '丹尼尔', '加里', '准将', '记者会', '巴以冲突', '加剧', '以色列国防军', '士兵', '死亡', '人数', '增加', '加里', '目前为止', '通知', '了名', '以色列国防军', '士兵', '家属', '巴以冲突', '以军', '冲突', '升级', '死亡', '以色列', '士兵', '增至']",2023/11/19 11:21,
5391,"['约旦', '巴勒斯坦', '以色列', '军队', '约旦', '军队', '装甲车', '约旦河', '东岸', '目的', '抗击', '以色列', '武装人员', '以色列', '扫荡', '逃到', '约旦', '境内', '目的', '断绝', '后路', '以色列', '军队', '瓮中捉鳖', '阿拉伯人', '永远', '战胜', '不了', '以色列', '强大', '永远', '团结', '想着', '利益', '军阀', '混战', '时期', '中国', '何其相似', '巴以冲突', '军武吐槽', '微博', '视频']",2023/11/19 13:12,
5393,"['以军', '巴利亚', '难民营', '学校', '轰炸', '伤者', '送往', '卡迈勒', '阿德', '医院', '治疗', '画面', '巴以冲突', '半岛', '电视台', '报道', '以色列', '军队', '轰炸', '学校', '发生', '巴利亚', '难民营', '库拉', '学校', '发生', '塔尔', '学校', '人员伤亡', '伤者', '送往', '卡迈勒', '阿德', '医院', '视频', '画面', '显示', '受伤者', '儿童', '难道', '儿童', '哈马斯', '宇宙', '黑洞', '火凤凰', '微博', '视频']",2023/11/19 13:10,
5394,"['新华社', '加沙', '日电', '巴勒斯坦', '媒体', '报道', '以色列', '军队', '袭击', '位于', '加沙', '地带', '北部', '巴利', '难民营', '学校', '消息人士', '告诉', '新华社', '记者', '袭击', '至少', '死亡', '以军', '袭击', '加沙', '难民营', '学校', '至少', '死亡', '消息人士', '告诉', '新华社', '记者', '袭击', '至少', '死亡', '巴以', '新一轮', '冲突', '爆发', '以军', '难民营', '实施', '袭击', '数百人', '伤亡', '网页', '链接']",2023/11/19 13:07,
5396,"['俄罗斯', '伤亡', '累计', '伤亡', '居然', '撤退', '露面', '乌克兰', '武装部队', '总司令', '不解', '战争', '损失', '撤退', '俄罗斯', '伤亡', '超过', '撤退', '迹象', '反而', '发起', '攻势', '利用', '人口', '优势', '乌克兰', '消耗战', '欧美', '喊话', '先进武器', '对付', '俄罗斯', '进攻', '估计', '关注', '巴以冲突', '生怕', '遗忘', '角落里', '时不时', '局势']",2023/11/19 13:05,
